Response_ID,User_ID,Date_Response,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response
1975,1523,2015-02-10,False,False,False,False,False,False
1628,1839,2015-03-29,False,False,False,False,False,False
1570,9972,2015-02-03,False,True,True,False,False,False
1534,2945,2015-03-17,False,True,True,False,False,False
1477,9291,2015-02-25,False,False,False,False,False,False
1024,2829,2015-02-19,True,False,False,True,False,False
1374,8594,2015-02-14,False,False,False,False,False,False
2201,1592,2015-01-25,True,False,False,False,True,False
409,4310,2015-02-05,True,False,False,False,False,True
934,6950,2015-01-14,False,False,False,False,False,False
783,8492,2015-02-28,True,False,False,False,False,False
1312,5684,2015-03-05,False,False,False,False,False,False
344,5909,2015-02-10,False,False,False,False,False,False
1268,9855,2015-02-28,True,False,False,False,False,False
99,975,2015-03-22,False,False,False,False,False,False
659,8754,2015-02-01,False,False,False,False,False,False
565,1456,2015-03-30,False,False,False,False,False,False
2134,2849,2015-01-18,False,False,False,False,False,False
115,9984,2015-01-30,True,False,True,False,False,True
1297,5527,2015-01-01,False,False,False,False,False,False
151,5628,2015-02-08,False,False,True,False,False,False
1831,7627,2015-03-28,True,False,False,False,True,True
1339,1351,2015-03-02,False,False,False,False,True,False
1473,10629,2015-01-29,False,False,False,False,False,False
581,10395,2015-01-04,False,False,False,False,False,False
193,6961,2015-03-08,False,False,False,False,False,False
1523,10196,2015-02-16,False,False,False,False,False,False
760,6182,2015-02-15,False,False,False,False,False,False
1304,10432,2015-02-18,False,False,False,False,False,False
1030,1542,2015-01-11,False,False,False,False,False,False
1938,4220,2015-03-08,False,False,False,False,False,False
1522,4141,2015-01-13,False,False,False,False,False,False
2045,1940,2015-01-12,False,False,False,False,False,False
392,1506,2015-01-10,False,False,False,False,False,True
1229,6347,2015-02-22,False,False,False,False,False,False
1482,1361,2015-02-24,False,False,False,True,True,True
2074,9422,2015-03-04,False,False,False,False,False,False
1172,1081,2015-03-03,False,False,False,False,False,False
52,7458,2015-02-01,False,False,False,False,False,False
1238,1012,2015-03-19,False,False,False,False,False,False
1069,5453,2015-02-26,True,False,False,False,False,False
1301,6818,2015-01-10,False,False,False,False,False,False
947,7807,2015-03-23,False,False,False,False,False,False
178,7532,2015-01-28,False,False,False,False,False,False
1820,8346,2015-02-05,False,False,True,False,False,True
1988,5564,2015-02-18,False,False,False,False,False,False
1470,3267,2015-02-13,False,False,False,True,False,False
599,3091,2015-02-27,False,False,False,False,False,False
2219,762,2015-03-09,False,False,False,False,False,False
1563,8029,2015-02-20,True,False,False,True,True,True
131,4376,2015-03-24,False,False,True,False,False,True
1868,10981,2015-02-13,False,False,False,False,False,False
315,486,2015-01-04,False,False,False,False,False,False
451,1158,2015-01-10,False,False,False,False,False,False
1757,9119,2015-03-28,False,False,False,False,False,False
1540,6694,2015-02-08,False,False,False,False,False,False
196,10573,2015-01-01,False,False,True,False,False,False
405,10140,2015-03-15,False,True,False,True,False,False
1388,2286,2015-03-02,False,False,False,False,False,False
470,8420,2015-02-07,False,False,False,False,False,False
1827,10065,2015-01-20,False,False,False,False,False,False
1887,1029,2015-01-16,False,False,False,False,False,False
337,4207,2015-03-22,False,False,True,False,True,False
1536,10277,2015-03-29,False,False,False,False,False,False
1727,4436,2015-01-22,False,False,False,False,False,False
1904,2929,2015-03-06,False,False,False,False,False,False
140,6281,2015-02-12,False,False,True,False,False,False
1897,10390,2015-02-09,False,False,False,False,False,False
1335,2574,2015-01-05,True,True,False,True,False,True
2083,709,2015-03-21,False,False,False,False,False,False
759,5955,2015-02-19,False,False,False,False,False,False
742,8486,2015-02-21,False,False,False,False,False,False
543,10343,2015-03-14,False,False,False,False,False,False
1145,6652,2015-01-01,False,False,False,False,False,False
1959,8746,2015-01-26,True,False,False,True,False,False
264,4686,2015-01-15,False,False,False,False,True,False
183,3551,2015-03-22,False,False,False,False,False,False
418,4338,2015-03-14,False,False,True,False,False,False
359,4444,2015-01-06,False,False,False,False,False,False
2212,498,2015-03-22,False,False,False,False,False,False
1367,8230,2015-02-15,False,False,False,False,False,False
571,2826,2015-02-11,False,False,False,False,False,False
1097,6222,2015-01-21,False,False,False,False,False,False
1310,7352,2015-01-31,False,False,False,False,False,False
1285,10928,2015-03-21,False,False,False,False,False,False
1620,10736,2015-03-19,False,False,False,False,False,False
127,10163,2015-03-03,False,False,False,False,False,True
1863,6168,2015-01-01,False,False,False,False,False,False
862,4656,2015-02-09,False,False,True,False,False,False
686,626,2015-03-19,False,False,False,False,False,False
426,3870,2015-03-25,False,False,False,False,False,False
1151,6299,2015-02-10,False,False,True,False,False,True
461,7798,2015-01-24,False,False,False,False,False,False
767,9973,2015-02-09,False,False,False,False,False,False
861,4299,2015-03-17,False,False,False,False,False,True
2160,10971,2015-02-08,False,False,True,False,False,True
141,9931,2015-03-20,False,False,False,False,False,False
1020,6679,2015-01-14,False,False,False,False,False,False
462,5961,2015-02-17,False,False,False,False,False,False
1098,6255,2015-01-16,False,False,False,False,False,False
819,8614,2015-02-19,False,False,False,False,False,False
2066,7828,2015-03-04,False,False,False,False,False,False
1748,1277,2015-03-24,True,False,False,False,False,False
289,3595,2015-03-20,False,False,False,False,False,False
924,5735,2015-01-29,False,False,False,False,True,False
1814,5350,2015-02-15,False,False,False,False,True,True
336,4137,2015-03-31,False,False,False,False,False,False
1979,6357,2015-03-21,False,False,False,False,False,False
612,9316,2015-02-24,False,False,False,False,False,False
527,3578,2015-03-04,False,False,False,False,False,False
1273,153,2015-03-05,False,False,False,False,False,False
1465,10524,2015-02-01,False,False,False,False,False,False
1464,1518,2015-03-12,False,False,False,False,False,False
452,2036,2015-03-26,False,False,False,False,False,False
1582,9495,2015-03-30,False,False,False,False,False,False
484,2631,2015-01-05,False,False,False,False,False,False
856,6312,2015-02-17,False,False,False,False,False,False
83,615,2015-03-28,False,False,False,False,False,False
1795,4406,2015-03-01,False,False,False,False,False,False
1384,10061,2015-02-17,False,False,False,False,False,False
2004,10619,2015-02-24,False,False,False,False,True,True
1250,4945,2015-03-01,False,False,False,False,False,False
573,1777,2015-01-31,False,False,False,False,False,False
1542,4023,2015-01-09,False,False,False,False,False,True
943,7922,2015-01-21,False,False,False,True,False,False
302,10699,2015-02-04,False,False,False,False,False,False
486,7516,2015-01-02,False,False,False,False,False,False
994,3129,2015-01-22,False,False,False,False,False,False
431,5121,2015-01-07,False,False,True,False,False,False
724,2186,2015-02-10,True,False,False,True,True,True
1592,10548,2015-01-07,False,False,False,False,False,False
1445,6384,2015-02-14,False,False,True,False,False,False
1347,2625,2015-02-08,False,False,False,False,False,False
911,1676,2015-01-16,False,False,False,False,False,False
1083,5534,2015-03-26,False,False,True,False,False,False
1813,6859,2015-01-26,False,False,False,False,False,False
900,271,2015-03-13,False,False,True,False,False,False
249,7699,2015-03-17,False,False,True,False,False,False
2019,7832,2015-01-02,True,False,True,False,True,True
1689,938,2015-02-01,False,False,True,False,False,False
1116,7873,2015-01-01,False,False,False,False,False,False
1313,9967,2015-03-09,False,False,False,False,False,False
1545,1087,2015-01-19,False,False,False,False,False,True
1553,8314,2015-02-26,False,False,False,False,True,False
2141,3762,2015-03-30,True,False,False,False,False,True
1889,10383,2015-03-19,False,False,False,False,False,True
1555,6798,2015-01-01,False,False,False,False,False,True
117,4168,2015-02-28,False,False,False,False,False,True
1816,6690,2015-03-22,False,False,False,False,False,False
1547,10602,2015-01-17,False,False,False,False,False,False
1110,3220,2015-03-03,False,False,False,False,False,False
803,5424,2015-02-13,False,False,False,False,False,False
2171,7488,2015-01-18,False,False,False,False,False,False
1902,5289,2015-03-31,False,False,False,False,False,False
677,347,2015-01-18,False,False,False,False,False,False
1575,5236,2015-03-01,True,False,False,True,True,False
457,9478,2015-03-11,False,False,False,False,False,False
991,477,2015-01-04,True,True,True,False,True,True
1990,7411,2015-02-13,False,False,False,False,False,False
717,3107,2015-01-05,False,False,False,False,False,False
1177,7437,2015-03-27,False,False,False,False,False,False
1749,255,2015-01-26,False,False,False,False,False,False
1917,3790,2015-03-25,False,False,False,False,False,False
2227,749,2015-03-20,False,False,True,False,False,True
539,1503,2015-01-12,False,False,False,False,False,False
1936,8650,2015-01-27,False,False,False,False,False,False
406,607,2015-02-23,False,False,False,False,False,False
159,1008,2015-02-04,False,False,True,False,False,False
1987,9396,2015-02-14,False,False,False,False,False,False
1906,933,2015-02-11,False,False,False,False,False,False
557,5710,2015-02-09,False,False,False,True,False,False
354,2882,2015-01-02,False,False,False,False,False,False
1481,2379,2015-02-09,False,False,False,False,False,True
54,5342,2015-01-16,False,False,False,False,False,False
2165,3262,2015-01-17,False,False,False,False,False,True
329,5832,2015-02-21,False,False,False,False,False,False
1515,5025,2015-01-15,False,False,False,False,False,False
1674,569,2015-01-26,True,False,False,True,True,True
500,3102,2015-03-03,False,False,False,False,False,False
1638,9449,2015-02-24,False,False,False,False,False,False
383,8104,2015-01-26,False,False,False,False,False,False
1131,75,2015-01-07,False,False,False,False,False,False
10,6421,2015-02-15,True,False,False,False,False,False
2056,3037,2015-03-13,False,False,False,False,False,False
1524,4698,2015-03-10,False,False,False,False,False,False
2029,948,2015-02-02,False,False,False,False,False,False
1279,6177,2015-02-23,False,False,False,False,False,False
726,3517,2015-01-15,False,False,False,False,False,True
692,3491,2015-01-12,False,False,False,False,False,False
1309,7610,2015-03-06,False,False,False,False,False,False
2114,4377,2015-03-10,False,False,True,False,False,False
593,9850,2015-03-16,False,False,False,False,False,False
33,5544,2015-02-24,False,False,False,True,False,False
1722,6497,2015-01-23,False,False,False,False,False,False
2059,4543,2015-02-17,False,False,False,False,True,False
1817,5117,2015-02-18,False,False,False,False,False,False
1406,1448,2015-03-07,False,False,False,False,False,False
2111,6887,2015-01-01,False,False,False,False,False,False
2116,7500,2015-02-04,False,False,False,False,False,False
497,2724,2015-03-13,False,False,False,False,False,False
1323,2256,2015-01-18,False,False,False,False,False,False
1964,1100,2015-03-24,False,False,False,False,False,False
172,7725,2015-03-02,False,False,False,False,False,False
2213,2612,2015-01-16,True,False,False,False,False,False
2208,113,2015-01-23,False,False,False,False,False,False
2002,2868,2015-03-19,False,False,False,False,False,True
1789,4216,2015-01-11,True,False,False,False,True,True
1971,199,2015-01-06,False,False,False,True,False,False
777,359,2015-03-29,False,False,False,False,False,False
1884,8842,2015-01-19,False,False,False,False,False,False
638,2154,2015-03-22,False,False,False,False,False,False
262,6050,2015-02-09,False,False,True,False,False,False
1385,9204,2015-02-01,False,False,False,False,False,False
786,4472,2015-01-16,False,False,False,False,False,False
1923,6864,2015-01-01,False,False,False,False,False,False
1414,10617,2015-02-12,False,False,False,False,False,False
1405,3924,2015-03-14,False,False,False,True,False,False
1751,5654,2015-02-26,False,False,False,False,False,False
2233,9216,2015-02-23,False,False,False,False,False,False
2069,8086,2015-03-03,False,False,False,False,False,False
1000,9097,2015-01-09,False,False,False,False,False,False
771,7631,2015-03-30,False,False,False,False,False,False
1044,7275,2015-01-24,False,False,False,False,False,False
1047,8334,2015-03-05,False,False,False,False,False,False
631,1987,2015-01-17,False,False,False,False,False,False
741,2281,2015-01-17,False,False,True,False,False,False
350,7034,2015-03-03,False,False,False,False,False,False
1259,2797,2015-02-21,False,False,False,False,False,False
1596,3934,2015-03-15,False,False,False,False,False,False
570,2493,2015-02-18,False,False,False,False,False,False
2017,3759,2015-02-12,False,False,True,False,False,False
605,965,2015-03-03,False,False,False,False,False,False
1252,7378,2015-01-05,False,False,True,False,False,False
1878,1859,2015-02-19,False,False,False,False,False,True
446,6263,2015-01-06,False,False,False,False,False,False
604,2072,2015-01-10,False,False,True,False,False,True
1612,8908,2015-01-22,False,False,False,False,False,True
1369,738,2015-02-19,False,False,False,False,False,False
1826,10129,2015-02-22,False,False,False,False,True,False
746,807,2015-02-13,False,False,False,False,False,False
1683,3334,2015-01-02,True,False,False,False,True,False
673,5423,2015-02-11,False,False,False,False,False,False
1425,4426,2015-02-11,True,False,False,False,False,False
699,10489,2015-03-26,True,False,False,False,True,True
1175,2570,2015-02-28,False,True,False,True,False,True
2132,3834,2015-01-30,False,False,False,False,False,False
708,590,2015-01-29,False,False,False,False,False,True
2130,4791,2015-03-10,False,False,False,False,False,False
1243,5304,2015-03-25,False,False,False,False,False,False
1490,2426,2015-01-21,False,False,False,False,False,True
1956,35,2015-02-22,False,False,False,False,False,True
271,8041,2015-03-19,False,False,False,False,False,False
1364,3584,2015-01-05,False,False,True,False,False,True
1128,7718,2015-03-29,False,False,False,False,False,False
1408,8605,2015-02-21,False,False,False,False,False,False
1509,1646,2015-03-09,False,False,False,False,False,False
1356,9206,2015-03-02,False,False,False,False,True,False
1631,10757,2015-03-26,False,False,False,False,False,False
1187,6885,2015-02-15,False,False,False,False,False,False
286,907,2015-01-06,False,False,False,False,False,False
1396,1150,2015-03-08,False,False,False,False,True,False
2043,3867,2015-02-28,False,False,False,False,False,False
345,3859,2015-03-26,False,False,False,False,False,False
179,3265,2015-03-04,False,False,False,False,False,False
1565,4418,2015-03-15,False,False,False,False,False,True
928,4611,2015-01-16,True,False,False,False,True,True
1472,4530,2015-03-08,True,False,False,False,False,True
975,7736,2015-01-21,False,False,True,False,False,True
1981,9949,2015-03-16,False,False,False,False,False,False
1358,942,2015-01-26,False,False,False,False,False,True
1890,6181,2015-03-30,False,False,False,False,False,False
276,7660,2015-02-17,False,False,True,False,False,True
1597,2055,2015-01-26,False,False,True,False,False,False
1499,5107,2015-03-01,False,False,True,False,False,False
13,1626,2015-02-07,False,False,True,False,False,True
502,6428,2015-03-26,False,False,False,False,False,False
1516,9617,2015-03-25,False,False,False,False,False,False
1398,4339,2015-02-26,False,False,False,False,False,False
259,7235,2015-01-06,False,False,False,False,False,False
1960,8527,2015-03-31,False,False,False,False,False,False
2192,1968,2015-02-07,False,False,False,False,False,False
992,9862,2015-03-30,False,False,False,False,False,False
425,11075,2015-01-15,False,False,False,False,False,False
929,6658,2015-03-17,False,False,False,False,False,False
200,4552,2015-02-06,False,False,False,False,False,False
353,10377,2015-03-05,False,False,False,False,False,False
194,5336,2015-02-24,False,False,False,False,False,False
2049,10350,2015-03-17,False,False,False,False,False,False
1568,11071,2015-02-18,False,False,False,False,False,True
1525,11100,2015-01-21,False,False,False,False,False,False
328,6516,2015-01-14,False,False,False,False,False,False
1444,1734,2015-03-23,False,False,False,False,False,False
241,2131,2015-01-27,False,False,False,False,False,False
894,6439,2015-01-12,False,False,False,False,False,False
1318,10591,2015-02-18,False,False,False,False,False,False
203,9797,2015-01-08,False,False,False,False,False,False
1622,9336,2015-01-01,False,False,False,False,False,False
2046,2174,2015-03-02,False,False,False,False,False,False
340,3197,2015-03-05,False,False,False,False,False,False
1180,9185,2015-03-29,False,False,False,False,False,True
94,905,2015-03-07,False,False,False,False,False,False
972,10858,2015-03-21,False,False,False,False,False,False
1696,8925,2015-01-19,False,False,False,False,False,False
394,2499,2015-02-17,False,False,False,False,False,False
847,1109,2015-01-11,False,False,False,False,False,False
11,326,2015-03-21,False,False,False,False,False,False
1117,10967,2015-02-02,False,False,False,False,False,False
236,5370,2015-03-04,False,False,True,False,False,False
1697,2098,2015-03-16,False,False,False,False,False,False
1075,1773,2015-01-23,False,False,False,False,False,False
1042,5036,2015-02-01,False,False,False,False,False,False
26,4856,2015-03-28,True,False,True,False,False,False
674,8722,2015-02-04,True,False,True,False,False,True
1416,2156,2015-03-26,False,False,False,False,False,False
474,2569,2015-02-20,False,False,False,False,False,False
1040,10151,2015-02-15,False,False,False,False,False,False
1397,10473,2015-03-26,False,False,False,True,True,True
2031,7079,2015-02-24,False,False,False,False,False,False
940,6875,2015-03-17,False,False,False,False,False,False
752,6728,2015-02-06,False,False,False,False,False,False
1215,2471,2015-02-13,False,False,False,False,False,False
866,49,2015-02-19,False,False,False,False,False,False
2151,4973,2015-03-13,False,False,False,False,False,False
255,6387,2015-01-16,False,False,True,False,False,False
468,5866,2015-01-15,False,False,False,False,False,False
891,8523,2015-01-18,False,False,False,False,False,False
944,7901,2015-01-06,False,False,False,False,False,False
1544,898,2015-02-09,False,False,False,False,False,False
2200,10242,2015-01-29,False,False,False,False,False,False
1653,5835,2015-02-24,False,False,False,False,False,False
1002,6919,2015-01-03,False,False,False,False,False,False
753,6197,2015-02-14,False,False,False,False,False,False
1875,10475,2015-03-01,False,False,False,False,False,False
423,4201,2015-02-03,False,False,False,False,False,False
790,5092,2015-03-15,False,False,False,True,False,True
1076,6566,2015-03-09,False,False,False,False,False,False
985,6613,2015-01-10,False,False,False,False,False,False
475,9094,2015-01-29,False,False,False,False,False,True
43,9847,2015-03-05,False,False,False,False,False,False
1720,10767,2015-02-25,True,False,False,False,True,False
938,7943,2015-02-07,False,False,False,False,False,False
2143,1055,2015-03-26,False,False,False,False,False,False
1958,1458,2015-03-23,False,False,False,False,False,False
1264,8402,2015-02-04,False,False,False,False,False,False
1672,6246,2015-02-13,False,False,False,False,False,True
1090,4654,2015-01-11,False,False,False,False,False,False
542,6103,2015-03-23,False,False,False,False,False,False
1155,8147,2015-03-31,False,False,False,False,False,False
942,10207,2015-02-23,False,False,False,False,False,False
1190,4838,2015-01-04,False,False,False,False,False,False
1178,10219,2015-01-03,False,False,False,False,False,False
499,2176,2015-01-07,True,False,False,True,True,True
1966,9121,2015-01-12,True,False,False,True,True,True
908,5802,2015-01-29,False,False,False,False,False,False
568,10790,2015-03-02,False,False,False,False,False,False
372,178,2015-02-10,False,False,False,False,False,False
1740,2308,2015-02-03,False,False,False,False,False,False
529,7431,2015-03-14,False,False,False,True,False,True
2048,9405,2015-03-08,False,False,False,False,False,True
175,10525,2015-02-01,False,False,True,False,False,True
1888,7503,2015-02-14,False,False,True,False,False,True
611,8783,2015-03-05,False,False,False,False,False,False
1094,1403,2015-03-15,False,False,False,False,False,False
1587,4643,2015-02-16,False,False,False,False,False,False
1822,3463,2015-01-01,False,False,False,False,False,False
2127,4055,2015-02-24,False,False,False,False,False,False
704,7010,2015-02-13,False,False,False,False,True,False
1989,4767,2015-02-06,False,False,False,False,True,False
971,1927,2015-01-19,False,False,False,False,False,False
520,437,2015-02-20,False,False,False,False,False,False
102,4331,2015-01-11,False,False,False,True,True,False
1774,4084,2015-03-16,False,False,False,False,False,False
1951,8135,2015-03-23,False,False,False,False,False,False
2,9750,2015-03-01,False,False,False,False,False,False
997,6682,2015-03-20,False,False,False,False,False,False
327,10581,2015-01-09,False,False,False,False,False,False
1659,3710,2015-03-27,False,False,False,False,False,True
361,5207,2015-01-07,False,False,False,False,False,True
2003,9360,2015-01-07,False,False,False,False,False,False
627,4679,2015-01-23,False,False,False,False,False,False
1057,1340,2015-01-21,True,False,False,True,True,False
675,10839,2015-03-14,False,False,False,False,False,False
1270,5303,2015-01-03,False,False,False,False,False,False
1605,9829,2015-01-14,False,False,False,False,False,False
1909,10469,2015-03-01,False,False,False,False,False,False
71,3602,2015-02-14,False,False,False,False,False,False
602,4756,2015-02-18,False,False,False,False,False,True
1645,8181,2015-03-25,False,False,False,False,False,False
523,6958,2015-01-17,False,False,False,False,False,False
1702,10856,2015-03-04,False,False,False,False,False,False
145,3321,2015-01-20,False,False,False,False,False,False
1624,5394,2015-01-05,False,False,False,False,False,False
292,433,2015-01-22,False,False,False,False,False,False
1850,6320,2015-02-17,False,False,False,False,False,False
1900,5376,2015-02-03,False,False,False,False,False,False
1327,1867,2015-01-05,False,False,False,False,False,True
555,4324,2015-03-22,False,False,False,False,False,False
1192,3661,2015-01-05,False,False,False,False,False,False
254,521,2015-01-15,False,False,False,False,False,False
136,10403,2015-01-03,False,False,False,False,False,False
1594,7186,2015-01-10,False,False,True,False,False,False
909,4329,2015-01-22,False,False,False,False,False,False
1811,4394,2015-01-30,False,False,False,True,True,False
976,1717,2015-03-20,False,False,False,False,False,False
216,1016,2015-01-23,False,False,False,False,False,False
1846,3783,2015-01-17,False,False,False,False,False,False
1380,5848,2015-03-17,False,True,True,False,True,True
958,10727,2015-03-07,False,False,False,False,False,False
258,5299,2015-03-01,False,False,False,False,False,False
1655,6872,2015-01-31,False,False,False,False,False,False
1147,1143,2015-02-24,False,False,False,False,False,False
982,10381,2015-02-18,False,False,False,False,False,False
545,11007,2015-01-31,False,False,False,False,False,False
263,9145,2015-01-24,False,False,False,False,False,False
427,5267,2015-03-31,False,False,False,False,False,False
2214,9738,2015-01-05,False,False,False,False,False,False
1973,10212,2015-01-12,False,False,False,False,False,False
2058,10010,2015-02-24,False,False,False,False,False,True
728,10069,2015-03-08,False,False,True,False,False,False
2169,2694,2015-03-13,False,False,False,False,False,False
1763,10613,2015-03-14,False,False,False,False,False,False
2158,4646,2015-01-24,True,False,False,False,False,False
1138,6935,2015-02-09,True,False,False,False,False,False
110,5596,2015-01-07,False,False,False,False,False,False
1860,1044,2015-01-05,False,False,False,False,False,False
758,9274,2015-02-04,True,False,False,False,False,False
1735,9076,2015-01-25,False,False,False,False,False,False
231,4947,2015-02-14,True,False,False,True,False,True
1071,10176,2015-02-20,False,True,False,True,False,True
424,3507,2015-02-09,False,False,False,False,False,True
1404,9235,2015-03-24,False,False,False,False,False,False
441,10341,2015-03-28,False,False,False,False,False,False
488,2639,2015-01-30,False,False,False,False,False,False
1428,6201,2015-01-12,False,False,False,False,False,False
46,7397,2015-02-18,False,False,False,False,False,False
444,2181,2015-02-07,False,False,False,False,False,False
1883,1204,2015-03-08,True,False,False,False,False,False
1755,1170,2015-01-08,False,False,False,False,False,False
2128,8812,2015-03-09,False,False,False,False,False,False
524,4690,2015-03-12,False,False,False,False,False,False
1034,1715,2015-01-30,False,False,False,False,False,False
937,10821,2015-02-16,False,False,False,False,False,False
1574,6543,2015-03-02,False,False,False,False,False,False
2188,7119,2015-03-14,False,False,False,False,False,False
2016,3518,2015-02-05,False,False,False,False,False,False
1484,1245,2015-03-07,False,False,False,True,False,False
1392,2561,2015-02-24,False,False,False,True,False,False
104,9624,2015-02-20,False,False,False,False,False,False
1204,10509,2015-01-10,False,False,False,False,False,False
957,7629,2015-02-21,False,False,False,False,False,False
2096,7875,2015-03-13,True,False,False,True,True,True
1485,2815,2015-02-03,False,False,False,False,False,False
2166,2936,2015-03-24,False,False,False,False,False,False
1060,3665,2015-02-19,False,False,False,False,False,False
1195,10888,2015-03-02,False,False,False,False,False,False
1848,6637,2015-03-13,False,False,False,False,False,False
551,5077,2015-02-11,False,False,False,False,False,False
2157,6173,2015-01-26,False,False,False,False,False,False
618,3969,2015-01-13,False,False,False,False,False,False
1389,4580,2015-03-17,True,False,True,False,True,True
222,663,2015-02-26,False,False,False,False,False,False
1018,8299,2015-03-02,False,False,False,False,False,False
1032,8945,2015-01-03,False,False,False,False,False,False
1983,10870,2015-03-07,False,False,False,False,False,False
23,1184,2015-03-18,False,False,False,False,False,False
40,6141,2015-02-04,False,False,False,False,False,False
2021,8825,2015-03-14,False,False,False,False,False,False
1153,2217,2015-01-26,False,False,False,False,False,False
1401,4102,2015-03-04,False,False,False,False,False,False
1235,4653,2015-03-24,False,False,False,False,False,False
1274,10092,2015-02-04,False,False,False,False,False,False
1164,5788,2015-01-09,False,False,False,False,False,False
150,4669,2015-01-05,False,False,False,False,False,False
740,6295,2015-01-18,False,False,False,False,False,False
830,7453,2015-02-05,False,False,True,False,False,True
561,10841,2015-03-30,False,False,False,False,False,False
725,821,2015-03-26,False,False,False,False,False,False
927,3933,2015-03-02,False,False,False,False,False,False
1203,1225,2015-02-16,False,False,True,False,False,False
2071,7059,2015-01-15,False,False,True,False,False,False
1043,5633,2015-01-24,False,False,False,False,False,False
308,843,2015-02-14,False,False,False,False,False,False
321,6211,2015-01-07,False,False,False,False,False,False
653,7007,2015-03-26,False,False,False,False,False,False
1728,9671,2015-03-10,False,False,True,False,False,True
1796,8975,2015-03-20,False,False,True,False,False,False
1184,6616,2015-01-31,False,False,False,False,False,False
2179,6248,2015-03-09,False,False,False,False,True,True
479,7428,2015-03-19,False,False,False,False,False,False
124,3075,2015-02-27,False,False,False,False,False,False
335,2937,2015-02-02,False,False,False,False,False,False
1296,203,2015-03-27,False,False,False,False,False,False
187,2021,2015-02-01,False,False,False,False,False,False
1634,880,2015-02-25,False,False,False,False,False,False
1326,524,2015-03-05,False,False,False,False,False,False
2182,10837,2015-02-10,False,False,False,False,False,True
1835,7011,2015-01-29,False,False,False,False,False,False
481,4184,2015-02-21,False,False,False,False,False,False
817,7679,2015-01-28,False,False,False,False,False,False
1573,7485,2015-01-06,False,False,False,False,False,False
1925,7530,2015-03-01,False,False,False,False,False,False
896,4369,2015-01-23,False,False,False,False,False,False
1893,10652,2015-02-21,False,False,False,False,False,False
1459,286,2015-02-07,False,False,False,False,False,False
1395,5922,2015-02-09,False,False,False,False,False,False
1433,7250,2015-03-12,False,False,False,False,False,False
367,2478,2015-01-13,False,False,False,False,False,False
1221,1160,2015-01-19,False,False,False,False,False,False
230,9214,2015-03-27,False,False,False,False,False,False
257,273,2015-02-24,False,False,False,True,False,False
617,851,2015-03-25,False,False,False,False,False,False
19,9729,2015-03-10,False,False,False,False,False,False
1271,9665,2015-01-21,False,False,False,False,False,False
1501,2620,2015-02-15,False,False,False,False,False,True
773,8254,2015-02-22,False,False,False,False,False,False
1063,3852,2015-03-28,False,False,False,False,False,False
1148,1000,2015-01-10,False,False,False,False,False,False
1037,3099,2015-01-10,False,False,False,False,False,False
622,6318,2015-03-23,False,False,False,False,False,False
2150,5396,2015-03-19,False,False,False,False,False,False
833,7966,2015-02-20,False,False,False,False,False,False
16,454,2015-03-17,False,False,False,False,False,False
1447,309,2015-02-18,False,False,False,True,False,False
1154,3571,2015-01-31,False,False,False,True,False,True
166,8395,2015-01-23,False,False,False,False,False,True
1288,2591,2015-01-20,False,False,False,False,False,False
1357,1640,2015-02-08,False,False,False,False,False,False
966,810,2015-02-07,False,False,False,False,False,False
1606,9423,2015-02-08,False,False,False,False,False,False
253,4345,2015-02-10,False,False,False,False,False,False
438,89,2015-01-24,False,False,False,False,False,False
681,5294,2015-02-11,False,False,False,False,False,False
91,1321,2015-01-22,False,False,False,False,False,False
705,2686,2015-03-17,False,False,False,False,False,False
2189,1215,2015-01-08,True,False,False,False,False,False
473,9283,2015-01-16,False,False,False,False,False,False
1870,3120,2015-03-31,False,False,False,False,False,False
1161,5868,2015-02-08,False,False,False,False,False,False
513,8143,2015-03-05,True,False,False,True,False,True
1648,3479,2015-01-06,False,False,True,False,False,False
993,7214,2015-02-12,False,False,False,False,False,False
872,5543,2015-01-25,False,False,False,True,False,False
1839,9347,2015-02-22,False,False,False,False,False,False
1739,10160,2015-03-28,False,False,False,False,False,False
2104,1406,2015-01-11,False,False,False,False,False,False
1500,7019,2015-01-05,False,False,False,False,False,False
1436,2157,2015-01-16,False,False,False,False,False,False
875,8939,2015-01-18,False,False,False,False,False,False
1715,10250,2015-01-05,False,False,False,False,False,False
164,1272,2015-01-03,False,False,False,False,False,False
27,3007,2015-01-11,False,False,False,False,False,False
1877,5513,2015-01-17,False,False,False,False,False,False
1629,679,2015-03-05,False,False,False,False,False,False
811,8876,2015-03-15,False,False,False,False,False,False
303,10827,2015-02-06,False,False,False,False,False,False
1402,7300,2015-01-29,False,False,False,True,False,False
1354,4268,2015-03-27,False,False,False,False,False,False
338,4603,2015-02-28,False,False,False,False,False,False
1901,8659,2015-02-20,False,False,False,False,False,False
404,10708,2015-03-13,False,False,False,False,False,False
645,1176,2015-03-29,False,False,False,False,False,False
1669,10380,2015-02-09,False,False,False,False,False,False
1210,7037,2015-03-07,False,False,False,False,False,False
1088,11096,2015-02-08,False,False,False,False,False,False
1656,6374,2015-01-01,False,False,False,False,False,False
1298,5552,2015-01-14,False,False,False,False,False,False
984,2245,2015-02-21,False,False,False,False,False,False
731,6200,2015-03-30,False,False,False,False,False,False
1773,9904,2015-02-12,False,False,False,False,False,False
