Complain_Code,User_ID,Complain_Category,Complain_Times
N1000,2639,No Complain,0
S1001,6201,Shipping Issue,1
N1002,7397,No Complain,0
N1003,2181,No Complain,0
N1004,1204,No Complain,0
N1005,1170,No Complain,0
N1006,8812,No Complain,0
N1007,4690,No Complain,0
N1008,1715,No Complain,0
N1009,10821,No Complain,0
N1010,6543,No Complain,0
N1011,7119,No Complain,0
N1012,3518,No Complain,0
N1013,1245,No Complain,0
N1014,2561,No Complain,0
N1015,9624,No Complain,0
N1016,10509,No Complain,0
N1017,7629,No Complain,0
N1018,7875,No Complain,0
N1019,2815,No Complain,0
N1020,2936,No Complain,0
N1021,3665,No Complain,0
N1022,10888,No Complain,0
N1023,6637,No Complain,0
N1024,5077,No Complain,0
N1025,6173,No Complain,0
N1026,3969,No Complain,0
N1027,4580,No Complain,0
N1028,663,No Complain,0
N1029,8299,No Complain,0
N1030,8945,No Complain,0
N1031,10870,No Complain,0
N1032,1184,No Complain,0
N1033,6141,No Complain,0
N1034,8825,No Complain,0
N1035,2217,No Complain,0
N1036,4102,No Complain,0
N1037,4653,No Complain,0
N1038,10092,No Complain,0
N1039,5788,No Complain,0
N1040,4669,No Complain,0
N1041,6295,No Complain,0
N1042,7453,No Complain,0
N1043,10841,No Complain,0
N1044,821,No Complain,0
N1045,3933,No Complain,0
N1046,1225,No Complain,0
N1047,7059,No Complain,0
N1048,5633,No Complain,0
N1049,843,No Complain,0
N1050,6211,No Complain,0
N1051,7007,No Complain,0
N1052,9671,No Complain,0
N1053,8975,No Complain,0
N1054,6616,No Complain,0
N1055,6248,No Complain,0
N1056,7428,No Complain,0
N1057,3075,No Complain,0
N1058,2937,No Complain,0
N1059,203,No Complain,0
N1060,2021,No Complain,0
N1061,880,No Complain,0
N1062,524,No Complain,0
N1063,10837,No Complain,0
N1064,7011,No Complain,0
N1065,4184,No Complain,0
N1066,7679,No Complain,0
N1067,7485,No Complain,0
N1068,7530,No Complain,0
N1069,4369,No Complain,0
N1070,10652,No Complain,0
N1071,286,No Complain,0
N1072,5922,No Complain,0
N1073,7250,No Complain,0
N1074,2478,No Complain,0
N1075,1160,No Complain,0
N1076,9214,No Complain,0
N1077,273,No Complain,0
N1078,851,No Complain,0
N1079,9729,No Complain,0
N1080,9665,No Complain,0
N1081,2620,No Complain,0
N1082,8254,No Complain,0
N1083,3852,No Complain,0
N1084,1000,No Complain,0
N1085,3099,No Complain,0
N1086,6318,No Complain,0
N1087,5396,No Complain,0
S1088,7966,Shipping Issue,1
N1089,454,No Complain,0
N1090,309,No Complain,0
N1091,3571,No Complain,0
N1092,8395,No Complain,0
N1093,2591,No Complain,0
N1094,1640,No Complain,0
N1095,810,No Complain,0
N1096,9423,No Complain,0
N1097,4345,No Complain,0
N1098,89,No Complain,0
N1099,5294,No Complain,0
N1100,1321,No Complain,0
N1101,2686,No Complain,0
N1102,1215,No Complain,0
N1103,9283,No Complain,0
A1104,3120,Employee Attitude,1
N1105,5868,No Complain,0
N1106,8143,No Complain,0
N1107,3479,No Complain,0
N1108,7214,No Complain,0
N1109,5543,No Complain,0
N1110,9347,No Complain,0
N1111,10160,No Complain,0
N1112,1406,No Complain,0
N1113,7019,No Complain,0
N1114,2157,No Complain,0
N1115,8939,No Complain,0
N1116,10250,No Complain,0
N1117,1272,No Complain,0
N1118,3007,No Complain,0
N1119,5513,No Complain,0
N1120,679,No Complain,0
N1121,8876,No Complain,0
N1122,10827,No Complain,0
N1123,7300,No Complain,0
N1124,4268,No Complain,0
N1125,4603,No Complain,0
N1126,8659,No Complain,0
N1127,10708,No Complain,0
N1128,1176,No Complain,0
N1129,10380,No Complain,0
N1130,7037,No Complain,0
N1131,11096,No Complain,0
N1132,6374,No Complain,0
N1133,5552,No Complain,0
N1134,2245,No Complain,0
N1135,6200,No Complain,0
N1136,9904,No Complain,0
N1137,10031,No Complain,0
N1138,6642,No Complain,0
N1139,10882,No Complain,0
N1140,5636,No Complain,0
N1141,8692,No Complain,0
N1142,8091,No Complain,0
N1143,8080,No Complain,0
N1144,8370,No Complain,0
N1145,4550,No Complain,0
N1146,3381,No Complain,0
N1147,10556,No Complain,0
N1148,9467,No Complain,0
N1149,2891,No Complain,0
N1150,5011,No Complain,0
N1151,8140,No Complain,0
N1152,11039,No Complain,0
N1153,78,No Complain,0
N1154,5517,No Complain,0
N1155,5290,No Complain,0
N1156,4128,No Complain,0
N1157,8534,No Complain,0
N1158,9592,No Complain,0
N1159,8957,No Complain,0
N1160,9308,No Complain,0
N1161,544,No Complain,0
N1162,5989,No Complain,0
N1163,635,No Complain,0
N1164,6673,No Complain,0
N1165,1710,No Complain,0
N1166,523,No Complain,0
N1167,8977,No Complain,0
N1168,9736,No Complain,0
N1169,1544,No Complain,0
N1170,6575,No Complain,0
N1171,6147,No Complain,0
N1172,6354,No Complain,0
N1173,4769,No Complain,0
N1174,7540,No Complain,0
N1175,5247,No Complain,0
N1176,5987,No Complain,0
N1177,9960,No Complain,0
N1178,10972,No Complain,0
N1179,1399,No Complain,0
N1180,2698,No Complain,0
N1181,6340,No Complain,0
N1182,4107,No Complain,0
N1183,10906,No Complain,0
N1184,2557,No Complain,0
N1185,8786,No Complain,0
N1186,7187,No Complain,0
N1187,6119,No Complain,0
N1188,2980,No Complain,0
N1189,3850,No Complain,0
N1190,1077,No Complain,0
N1191,9733,No Complain,0
N1192,8462,No Complain,0
N1193,4764,No Complain,0
N1194,2223,No Complain,0
N1195,7788,No Complain,0
N1196,5827,No Complain,0
N1197,2958,No Complain,0
N1198,4954,No Complain,0
N1199,3139,No Complain,0
N1200,9952,No Complain,0
N1201,8180,No Complain,0
N1202,3276,No Complain,0
N1203,4994,No Complain,0
N1204,3598,No Complain,0
N1205,945,No Complain,0
N1206,5048,No Complain,0
N1207,6214,No Complain,0
N1208,6230,No Complain,0
N1209,2968,No Complain,0
N1210,8800,No Complain,0
N1211,1907,No Complain,0
N1212,10478,No Complain,0
N1213,4188,No Complain,0
N1214,8720,No Complain,0
N1215,2225,No Complain,0
N1216,4790,No Complain,0
N1217,1131,No Complain,0
N1218,202,No Complain,0
N1219,9589,No Complain,0
N1220,3900,No Complain,0
N1221,9958,No Complain,0
N1222,8955,No Complain,0
N1223,10033,No Complain,0
N1224,5751,No Complain,0
N1225,3308,No Complain,0
N1226,7297,No Complain,0
N1227,8008,No Complain,0
N1228,1232,No Complain,0
N1229,2345,No Complain,0
N1230,1628,No Complain,0
N1231,5081,No Complain,0
N1232,839,No Complain,0
N1233,3706,No Complain,0
N1234,5154,No Complain,0
N1235,8584,No Complain,0
N1236,6583,No Complain,0
N1237,3433,No Complain,0
N1238,10486,No Complain,0
N1239,8687,No Complain,0
N1240,7842,No Complain,0
N1241,3749,No Complain,0
N1242,1331,No Complain,0
N1243,5995,No Complain,0
N1244,8985,No Complain,0
N1245,2798,No Complain,0
N1246,7108,No Complain,0
N1247,2781,No Complain,0
N1248,3623,No Complain,0
N1249,194,No Complain,0
N1250,10833,No Complain,0
N1251,2315,No Complain,0
N1252,6336,No Complain,0
N1253,10738,No Complain,0
N1254,8286,No Complain,0
N1255,2166,No Complain,0
N1256,10691,No Complain,0
N1257,9739,No Complain,0
N1258,1829,No Complain,0
N1259,6260,No Complain,0
N1260,10448,No Complain,0
N1261,1343,No Complain,0
N1262,4749,No Complain,0
N1263,531,No Complain,0
N1264,6905,No Complain,0
N1265,1045,No Complain,0
N1266,4012,No Complain,0
N1267,5529,No Complain,0
N1268,4001,No Complain,0
N1269,10420,No Complain,0
N1270,7723,No Complain,0
N1271,2963,No Complain,0
N1272,10634,No Complain,0
N1273,5180,No Complain,0
N1274,6866,No Complain,0
N1275,1328,No Complain,0
N1276,1139,No Complain,0
N1277,4961,No Complain,0
N1278,5177,No Complain,0
N1279,2075,No Complain,0
N1280,3428,No Complain,0
N1281,4500,No Complain,0
N1282,7369,No Complain,0
N1283,4381,No Complain,0
N1284,9964,No Complain,0
N1285,1630,No Complain,0
N1286,5012,No Complain,0
N1287,6918,No Complain,0
N1288,7822,No Complain,0
N1289,10156,No Complain,0
N1290,3033,No Complain,0
N1291,4119,No Complain,0
N1292,11110,No Complain,0
N1293,332,No Complain,0
N1294,737,No Complain,0
N1295,10319,No Complain,0
N1296,2683,No Complain,0
N1297,3445,No Complain,0
N1298,10913,No Complain,0
S1299,4427,Shipping Issue,1
N1300,8717,No Complain,0
N1301,2066,No Complain,0
N1302,3340,No Complain,0
N1303,8685,No Complain,0
N1304,4149,No Complain,0
N1305,8726,No Complain,0
N1306,2295,No Complain,0
N1307,3283,No Complain,0
N1308,1915,No Complain,0
N1309,800,No Complain,0
N1310,9166,No Complain,0
N1311,5147,No Complain,0
N1312,13,No Complain,0
N1313,8557,No Complain,0
N1314,8724,No Complain,0
N1315,9381,No Complain,0
N1316,9384,No Complain,0
N1317,3560,No Complain,0
N1318,241,No Complain,0
N1319,7521,No Complain,0
N1320,9799,No Complain,0
N1321,5123,No Complain,0
N1322,448,No Complain,0
N1323,4837,No Complain,0
N1324,9365,No Complain,0
N1325,8932,No Complain,0
N1326,7055,No Complain,0
N1327,3537,No Complain,0
N1328,9081,No Complain,0
N1329,4988,No Complain,0
N1330,1050,No Complain,0
N1331,5610,No Complain,0
N1332,3526,No Complain,0
N1333,5136,No Complain,0
N1334,1411,No Complain,0
N1335,701,No Complain,0
N1336,6203,No Complain,0
P1337,7192,Payment Problem,1
N1338,5181,No Complain,0
N1339,9220,No Complain,0
N1340,7734,No Complain,0
N1341,10446,No Complain,0
N1342,5524,No Complain,0
N1343,3830,No Complain,0
N1344,5186,No Complain,0
N1345,8514,No Complain,0
N1346,7165,No Complain,0
N1347,10236,No Complain,0
N1348,2392,No Complain,0
N1349,1920,No Complain,0
N1350,3673,No Complain,0
N1351,1453,No Complain,0
N1352,4518,No Complain,0
N1353,8969,No Complain,0
N1354,387,No Complain,0
N1355,1079,No Complain,0
N1356,164,No Complain,0
N1357,3434,No Complain,0
N1358,5721,No Complain,0
N1359,8418,No Complain,0
N1360,5300,No Complain,0
N1361,10424,No Complain,0
N1362,11171,No Complain,0
N1363,1600,No Complain,0
N1364,7851,No Complain,0
N1365,10701,No Complain,0
N1366,891,No Complain,0
N1367,6912,No Complain,0
N1368,5967,No Complain,0
N1369,2109,No Complain,0
N1370,6292,No Complain,0
N1371,8537,No Complain,0
N1372,9576,No Complain,0
N1373,5935,No Complain,0
N1374,10264,No Complain,0
N1375,234,No Complain,0
N1376,3202,No Complain,0
N1377,1103,No Complain,0
N1378,610,No Complain,0
N1379,4480,No Complain,0
N1380,10660,No Complain,0
N1381,9353,No Complain,0
N1382,4120,No Complain,0
N1383,2836,No Complain,0
N1384,9579,No Complain,0
N1385,5841,No Complain,0
N1386,3174,No Complain,0
N1387,5536,No Complain,0
N1388,2061,No Complain,0
N1389,8477,No Complain,0
N1390,640,No Complain,0
N1391,3828,No Complain,0
N1392,4093,No Complain,0
N1393,8624,No Complain,0
N1394,2802,No Complain,0
N1395,368,No Complain,0
N1396,3599,No Complain,0
N1397,3389,No Complain,0
N1398,10710,No Complain,0
N1399,7118,No Complain,0
N1400,4937,No Complain,0
N1401,1127,No Complain,0
N1402,833,No Complain,0
N1403,3565,No Complain,0
N1404,6086,No Complain,0
N1405,1763,No Complain,0
N1406,4697,No Complain,0
N1407,182,No Complain,0
N1408,1165,No Complain,0
N1409,5386,No Complain,0
N1410,6024,No Complain,0
N1411,2678,No Complain,0
N1412,5790,No Complain,0
N1413,236,No Complain,0
N1414,6001,No Complain,0
N1415,6250,No Complain,0
N1416,1168,No Complain,0
N1417,10749,No Complain,0
N1418,2926,No Complain,0
N1419,716,No Complain,0
N1420,6544,No Complain,0
N1421,4298,No Complain,0
N1422,5823,No Complain,0
N1423,8375,No Complain,0
N1424,5723,No Complain,0
N1425,5763,No Complain,0
N1426,8727,No Complain,0
N1427,3056,No Complain,0
N1428,8442,No Complain,0
N1429,3712,No Complain,0
N1430,10722,No Complain,0
N1431,2406,No Complain,0
N1432,7313,No Complain,0
N1433,2656,No Complain,0
N1434,1993,No Complain,0
N1435,4136,No Complain,0
N1436,2928,No Complain,0
N1437,2920,No Complain,0
N1438,6661,No Complain,0
N1439,5462,No Complain,0
N1440,10897,No Complain,0
N1441,10542,No Complain,0
N1442,5756,No Complain,0
N1443,3570,No Complain,0
N1444,1072,No Complain,0
N1445,9606,No Complain,0
N1446,2730,No Complain,0
N1447,2995,No Complain,0
N1448,8210,No Complain,0
N1449,773,No Complain,0
N1450,5272,No Complain,0
N1451,5125,No Complain,0
N1452,4391,No Complain,0
N1453,6283,No Complain,0
N1454,3421,No Complain,0
N1455,5731,No Complain,0
N1456,7152,No Complain,0
N1457,3919,No Complain,0
N1458,6097,No Complain,0
N1459,5150,No Complain,0
N1460,10479,No Complain,0
N1461,5966,No Complain,0
N1462,3439,No Complain,0
N1463,6609,No Complain,0
N1464,5393,No Complain,0
N1465,9014,No Complain,0
N1466,4050,No Complain,0
N1467,6862,No Complain,0
N1468,8315,No Complain,0
N1469,5184,No Complain,0
N1470,3643,No Complain,0
N1471,2589,No Complain,0
N1472,4887,No Complain,0
N1473,10104,No Complain,0
N1474,3254,No Complain,0
N1475,2004,No Complain,0
A1476,6142,Employee Attitude,1
N1477,8553,No Complain,0
N1478,9805,No Complain,0
N1479,849,No Complain,0
N1480,1606,No Complain,0
N1481,125,No Complain,0
N1482,9305,No Complain,0
N1483,4706,No Complain,0
N1484,4437,No Complain,0
N1485,3081,No Complain,0
N1486,3536,No Complain,0
N1487,8686,No Complain,0
N1488,9707,No Complain,0
N1489,10872,No Complain,0
N1490,9058,No Complain,0
N1491,4640,No Complain,0
N1492,2525,No Complain,0
N1493,9503,No Complain,0
N1494,10704,No Complain,0
N1495,2669,No Complain,0
N1496,10037,No Complain,0
N1497,5680,No Complain,0
N1498,3726,No Complain,0
N1499,4548,No Complain,0
N1500,4599,No Complain,0
N1501,879,No Complain,0
N1502,7409,No Complain,0
N1503,1964,No Complain,0
N1504,0,No Complain,0
N1505,4860,No Complain,0
N1506,425,No Complain,0
P1507,9500,Payment Problem,1
N1508,3074,No Complain,0
N1509,5140,No Complain,0
N1510,2611,No Complain,0
N1511,916,No Complain,0
N1512,10413,No Complain,0
N1513,3696,No Complain,0
N1514,304,No Complain,0
N1515,5113,No Complain,0
N1516,2863,No Complain,0
N1517,4597,No Complain,0
N1518,675,No Complain,0
N1519,4483,No Complain,0
N1520,1502,No Complain,0
N1521,736,No Complain,0
N1522,4487,No Complain,0
N1523,3412,No Complain,0
N1524,1744,No Complain,0
N1525,5837,No Complain,0
N1526,3422,No Complain,0
N1527,7462,No Complain,0
N1528,10702,No Complain,0
N1529,2115,No Complain,0
N1530,4138,No Complain,0
N1531,11091,No Complain,0
N1532,7712,No Complain,0
N1533,3535,No Complain,0
N1534,5899,No Complain,0
N1535,8749,No Complain,0
N1536,10955,No Complain,0
N1537,9491,No Complain,0
N1538,5286,No Complain,0
N1539,3409,No Complain,0
N1540,2544,No Complain,0
N1541,2118,No Complain,0
N1542,9370,No Complain,0
N1543,4864,No Complain,0
N1544,405,No Complain,0
N1545,10513,No Complain,0
N1546,5138,No Complain,0
N1547,8387,No Complain,0
N1548,378,No Complain,0
N1549,5846,No Complain,0
N1550,8870,No Complain,0
N1551,10340,No Complain,0
N1552,7290,No Complain,0
N1553,8895,No Complain,0
N1554,3635,No Complain,0
N1555,11178,No Complain,0
N1556,2410,No Complain,0
N1557,3281,No Complain,0
N1558,9905,No Complain,0
N1559,2437,No Complain,0
N1560,2565,No Complain,0
N1561,7912,No Complain,0
N1562,7072,No Complain,0
N1563,1409,No Complain,0
N1564,5314,No Complain,0
N1565,7215,No Complain,0
N1566,8858,No Complain,0
N1567,895,No Complain,0
N1568,10313,No Complain,0
N1569,642,No Complain,0
N1570,8504,No Complain,0
N1571,1020,No Complain,0
N1572,3717,No Complain,0
N1573,7646,No Complain,0
N1574,5796,No Complain,0
N1575,8625,No Complain,0
N1576,5407,No Complain,0
N1577,4356,No Complain,0
N1578,2886,No Complain,0
N1579,10057,No Complain,0
N1580,10741,No Complain,0
N1581,5491,No Complain,0
N1582,4442,No Complain,0
N1583,3972,No Complain,0
N1584,2431,No Complain,0
N1585,7899,No Complain,0
N1586,9703,No Complain,0
N1587,6927,No Complain,0
N1588,7005,No Complain,0
N1589,246,No Complain,0
N1590,4796,No Complain,0
N1591,4725,No Complain,0
N1592,3286,No Complain,0
N1593,10680,No Complain,0
N1594,4297,No Complain,0
N1595,7327,No Complain,0
N1596,1553,No Complain,0
N1597,1665,No Complain,0
N1598,10640,No Complain,0
N1599,7620,No Complain,0
N1600,7761,No Complain,0
N1601,5062,No Complain,0
N1602,6349,No Complain,0
N1603,3386,No Complain,0
N1604,8175,No Complain,0
N1605,6245,No Complain,0
N1606,8780,No Complain,0
N1607,2276,No Complain,0
N1608,1172,No Complain,0
N1609,3225,No Complain,0
N1610,8629,No Complain,0
N1611,798,No Complain,0
N1612,269,No Complain,0
N1613,8213,No Complain,0
N1614,10245,No Complain,0
N1615,2447,No Complain,0
N1616,9817,No Complain,0
N1617,1371,No Complain,0
N1618,8093,No Complain,0
N1619,713,No Complain,0
N1620,11051,No Complain,0
N1621,5545,No Complain,0
N1622,5283,No Complain,0
N1623,5010,No Complain,0
N1624,7495,No Complain,0
N1625,4368,No Complain,0
N1626,6303,No Complain,0
N1627,1030,No Complain,0
N1628,10364,No Complain,0
N1629,6945,No Complain,0
N1630,8562,No Complain,0
N1631,2918,No Complain,0
N1632,9167,No Complain,0
N1633,4743,No Complain,0
N1634,10742,No Complain,0
N1635,10965,No Complain,0
N1636,7129,No Complain,0
N1637,3732,No Complain,0
N1638,7124,No Complain,0
N1639,10686,No Complain,0
N1640,7247,No Complain,0
N1641,1513,No Complain,0
N1642,460,No Complain,0
N1643,6653,No Complain,0
N1644,9400,No Complain,0
N1645,7106,No Complain,0
N1646,4252,No Complain,0
N1647,9240,No Complain,0
N1648,10770,No Complain,0
N1649,176,No Complain,0
N1650,6870,No Complain,0
N1651,143,No Complain,0
N1652,6445,No Complain,0
N1653,4278,No Complain,0
N1654,6906,No Complain,0
N1655,4637,No Complain,0
N1656,8690,No Complain,0
N1657,1173,No Complain,0
N1658,1928,No Complain,0
N1659,9029,No Complain,0
N1660,10299,No Complain,0
N1661,9246,No Complain,0
N1662,4943,No Complain,0
N1663,4122,No Complain,0
N1664,2853,No Complain,0
N1665,902,No Complain,0
N1666,1672,No Complain,0
N1667,7254,No Complain,0
N1668,8775,No Complain,0
N1669,9543,No Complain,0
N1670,7093,No Complain,0
N1671,2894,No Complain,0
N1672,5956,No Complain,0
N1673,1921,No Complain,0
N1674,5057,No Complain,0
N1675,10260,No Complain,0
N1676,2262,No Complain,0
N1677,7930,No Complain,0
N1678,1461,No Complain,0
N1679,7514,No Complain,0
N1680,6461,No Complain,0
N1681,257,No Complain,0
N1682,9460,No Complain,0
N1683,3855,No Complain,0
N1684,367,No Complain,0
N1685,9265,No Complain,0
N1686,1990,No Complain,0
N1687,3594,No Complain,0
N1688,9292,No Complain,0
N1689,6218,No Complain,0
N1690,6528,No Complain,0
N1691,10164,No Complain,0
N1692,9937,No Complain,0
N1693,274,No Complain,0
N1694,5250,No Complain,0
N1695,11010,No Complain,0
N1696,6969,No Complain,0
N1697,10735,No Complain,0
N1698,5068,No Complain,0
N1699,9974,No Complain,0
N1700,7053,No Complain,0
N1701,3179,No Complain,0
N1702,8082,No Complain,0
N1703,1362,No Complain,0
N1704,6768,No Complain,0
N1705,2375,No Complain,0
N1706,6856,No Complain,0
N1707,4066,No Complain,0
N1708,4333,No Complain,0
N1709,2948,No Complain,0
N1710,4927,No Complain,0
N1711,7426,No Complain,0
N1712,8360,No Complain,0
N1713,4058,No Complain,0
N1714,10755,No Complain,0
N1715,8414,No Complain,0
N1716,6810,No Complain,0
N1717,3839,No Complain,0
N1718,3483,No Complain,0
N1719,238,No Complain,0
N1720,591,No Complain,0
N1721,5063,No Complain,0
N1722,4303,No Complain,0
N1723,2258,No Complain,0
N1724,7301,No Complain,0
N1725,11121,No Complain,0
N1726,5287,No Complain,0
N1727,6457,No Complain,0
N1728,3559,No Complain,0
N1729,5577,No Complain,0
N1730,641,No Complain,0
N1731,954,No Complain,0
N1732,1834,No Complain,0
N1733,8789,No Complain,0
N1734,10584,No Complain,0
N1735,2337,No Complain,0
N1736,6071,No Complain,0
N1737,295,No Complain,0
N1738,10203,No Complain,0
N1739,3968,No Complain,0
N1740,4037,No Complain,0
N1741,6932,No Complain,0
N1742,10159,No Complain,0
N1743,1177,No Complain,0
N1744,9426,No Complain,0
S1745,10637,Shipping Issue,1
N1746,10826,No Complain,0
N1747,4086,No Complain,0
N1748,10304,No Complain,0
N1749,7998,No Complain,0
N1750,10992,No Complain,0
N1751,6383,No Complain,0
N1752,10536,No Complain,0
N1753,6036,No Complain,0
N1754,11092,No Complain,0
N1755,538,No Complain,0
N1756,10022,No Complain,0
N1757,10157,No Complain,0
N1758,3503,No Complain,0
N1759,146,No Complain,0
N1760,5538,No Complain,0
N1761,3910,No Complain,0
N1762,4227,No Complain,0
N1763,6634,No Complain,0
N1764,8916,No Complain,0
N1765,6460,No Complain,0
N1766,5883,No Complain,0
N1767,10091,No Complain,0
N1768,697,No Complain,0
N1769,2607,No Complain,0
N1770,8427,No Complain,0
N1771,217,No Complain,0
N1772,6202,No Complain,0
N1773,3856,No Complain,0
N1774,10648,No Complain,0
N1775,5120,No Complain,0
N1776,6749,No Complain,0
N1777,1584,No Complain,0
N1778,9559,No Complain,0
N1779,771,No Complain,0
N1780,5237,No Complain,0
N1781,2461,No Complain,0
N1782,5474,No Complain,0
N1783,2895,No Complain,0
N1784,7972,No Complain,0
N1785,10067,No Complain,0
N1786,500,No Complain,0
N1787,922,No Complain,0
N1788,2861,No Complain,0
N1789,375,No Complain,0
N1790,10936,No Complain,0
N1791,10314,No Complain,0
N1792,4240,No Complain,0
N1793,2674,No Complain,0
N1794,2563,No Complain,0
N1795,8312,No Complain,0
N1796,6999,No Complain,0
N1797,7574,No Complain,0
N1798,5223,No Complain,0
N1799,2952,No Complain,0
N1800,7683,No Complain,0
N1801,9481,No Complain,0
N1802,9907,No Complain,0
N1803,5454,No Complain,0
N1804,3798,No Complain,0
N1805,7281,No Complain,0
N1806,4259,No Complain,0
N1807,2549,No Complain,0
N1808,6437,No Complain,0
N1809,2488,No Complain,0
N1810,3945,No Complain,0
N1811,702,No Complain,0
N1812,9010,No Complain,0
N1813,9710,No Complain,0
N1814,1509,No Complain,0
N1815,9120,No Complain,0
N1816,5252,No Complain,0
N1817,5959,No Complain,0
N1818,7441,No Complain,0
N1819,4271,No Complain,0
N1820,4095,No Complain,0
N1821,8852,No Complain,0
N1822,7698,No Complain,0
N1823,4174,No Complain,0
N1824,3182,No Complain,0
N1825,193,No Complain,0
N1826,5229,No Complain,0
N1827,5555,No Complain,0
N1828,7732,No Complain,0
N1829,310,No Complain,0
N1830,6261,No Complain,0
N1831,6274,No Complain,0
N1832,1655,No Complain,0
N1833,2740,No Complain,0
N1834,4328,No Complain,0
N1835,17,No Complain,0
N1836,9153,No Complain,0
N1837,520,No Complain,0
N1838,8372,No Complain,0
N1839,73,No Complain,0
N1840,2002,No Complain,0
N1841,6059,No Complain,0
N1842,11166,No Complain,0
N1843,6257,No Complain,0
N1844,9224,No Complain,0
N1845,8732,No Complain,0
N1846,955,No Complain,0
N1847,4910,No Complain,0
N1848,564,No Complain,0
N1849,8931,No Complain,0
N1850,1998,No Complain,0
N1851,1250,No Complain,0
N1852,8397,No Complain,0
N1853,9672,No Complain,0
N1854,2125,No Complain,0
N1855,5975,No Complain,0
N1856,983,No Complain,0
N1857,9938,No Complain,0
N1858,4385,No Complain,0
N1859,1612,No Complain,0
N1860,803,No Complain,0
N1861,10675,No Complain,0
N1862,7004,No Complain,0
N1863,4432,No Complain,0
N1864,5079,No Complain,0
N1865,4475,No Complain,0
N1866,10868,No Complain,0
P1867,6742,Payment Problem,1
N1868,5692,No Complain,0
N1869,339,No Complain,0
N1870,10398,No Complain,0
N1871,8017,No Complain,0
N1872,3722,No Complain,0
N1873,7326,No Complain,0
N1874,2416,No Complain,0
N1875,1878,No Complain,0
N1876,5278,No Complain,0
N1877,5734,No Complain,0
N1878,4370,No Complain,0
N1879,8405,No Complain,0
N1880,7617,No Complain,0
N1881,10339,No Complain,0
N1882,6376,No Complain,0
N1883,2150,No Complain,0
N1884,7386,No Complain,0
N1885,3006,No Complain,0
N1886,11088,No Complain,0
N1887,5185,No Complain,0
N1888,3523,No Complain,0
N1889,55,No Complain,0
N1890,3807,No Complain,0
N1891,2453,No Complain,0
N1892,7787,No Complain,0
N1893,2230,No Complain,0
N1894,8146,No Complain,0
N1895,988,No Complain,0
N1896,4832,No Complain,0
N1897,3152,No Complain,0
N1898,11188,No Complain,0
N1899,361,No Complain,0
N1900,5939,No Complain,0
N1901,9349,No Complain,0
N1902,819,No Complain,0
N1903,10120,No Complain,0
N1904,4541,No Complain,0
N1905,2456,No Complain,0
N1906,2516,No Complain,0
N1907,11013,No Complain,0
N1908,9988,No Complain,0
N1909,1627,No Complain,0
N1910,1490,No Complain,0
N1911,6710,No Complain,0
N1912,7375,No Complain,0
N1913,10144,No Complain,0
N1914,3138,No Complain,0
N1915,1440,No Complain,0
N1916,4200,No Complain,0
N1917,4998,No Complain,0
N1918,7321,No Complain,0
N1919,8663,No Complain,0
N1920,1958,No Complain,0
N1921,6963,No Complain,0
N1922,1065,No Complain,0
N1923,2712,No Complain,0
N1924,6049,No Complain,0
N1925,6605,No Complain,0
N1926,11181,No Complain,0
N1927,5234,No Complain,0
N1928,5253,No Complain,0
N1929,11148,No Complain,0
N1930,6289,No Complain,0
N1931,9743,No Complain,0
N1932,9209,No Complain,0
N1933,6417,No Complain,0
N1934,7937,No Complain,0
N1935,6488,No Complain,0
N1936,3194,No Complain,0
N1937,231,No Complain,0
N1938,9697,No Complain,0
N1939,4676,No Complain,0
N1940,8079,No Complain,0
N1941,10032,No Complain,0
N1942,10505,No Complain,0
N1943,2005,No Complain,0
N1944,6940,No Complain,0
N1945,2304,No Complain,0
N1946,3170,No Complain,0
N1947,10466,No Complain,0
N1948,7325,No Complain,0
N1949,455,No Complain,0
N1950,7592,No Complain,0
N1951,4547,No Complain,0
N1952,6825,No Complain,0
N1953,2961,No Complain,0
N1954,8700,No Complain,0
N1955,2278,No Complain,0
N1956,10703,No Complain,0
N1957,9,No Complain,0
N1958,2804,No Complain,0
N1959,4915,No Complain,0
N1960,3010,No Complain,0
N1961,4279,No Complain,0
N1962,2564,No Complain,0
N1963,1137,No Complain,0
N1964,5084,No Complain,0
N1965,7094,No Complain,0
N1966,6327,No Complain,0
N1967,6131,No Complain,0
N1968,5798,No Complain,0
N1969,10379,No Complain,0
N1970,606,No Complain,0
N1971,7801,No Complain,0
N1972,2445,No Complain,0
N1973,5346,No Complain,0
N1974,550,No Complain,0
N1975,4478,No Complain,0
N1976,2350,No Complain,0
N1977,1118,No Complain,0
N1978,1491,No Complain,0
N1979,4507,No Complain,0
N1980,7023,No Complain,0
N1981,6977,No Complain,0
N1982,4042,No Complain,0
N1983,7274,No Complain,0
N1984,2902,No Complain,0
N1985,3332,No Complain,0
N1986,7433,No Complain,0
N1987,9386,No Complain,0
N1988,5176,No Complain,0
N1989,10323,No Complain,0
N1990,4682,No Complain,0
N1991,3083,No Complain,0
N1992,8015,No Complain,0
N1993,1745,No Complain,0
N1994,3136,No Complain,0
N1995,6991,No Complain,0
N1996,8132,No Complain,0
N1997,503,No Complain,0
N1998,8148,No Complain,0
N1999,2736,No Complain,0
N2000,8162,No Complain,0
N2001,692,No Complain,0
N2002,7706,No Complain,0
