Consumption_ID,User_ID,Purchase_ID,MntWines,MntFruits,MntMeats,MntFishs,MntSweets,MntGolds
682,7959,696,658.0,80.0,483.0,123.0,13.0,13.0
1617,5512,1087,451.0,0.0,39.0,0.0,4.0,24.0
1380,10102,1504,395.0,183.0,565.0,166.0,141.0,28.0
1834,9369,2044,688.0,14.0,309.0,201.0,24.0,38.0
2231,3711,1323,1035.0,134.0,670.0,25.0,38.0,0.0
376,6931,417,464.0,151.0,292.0,65.0,60.0,30.0
276,9596,119,365.0,32.0,117.0,34.0,110.0,6.0
344,2727,1922,181.0,21.0,69.0,39.0,3.0,96.0
2059,8416,1598,6.0,6.0,15.0,10.0,5.0,2.0
2157,3967,1712,331.0,197.0,170.0,58.0,152.0,35.0
1648,2139,1222,3.0,1.0,10.0,3.0,2.0,12.0
2182,2162,1111,256.0,34.0,103.0,90.0,29.0,49.0
2071,9242,243,836.0,185.0,575.0,24.0,25.0,77.0
852,10595,361,2.0,6.0,28.0,13.0,4.0,16.0
1879,4855,1199,14.0,0.0,24.0,3.0,3.0,2.0
318,5049,98,14.0,0.0,24.0,3.0,3.0,2.0
1883,4967,1264,233.0,0.0,23.0,0.0,0.0,12.0
1255,5255,1602,5.0,1.0,3.0,3.0,263.0,362.0
162,9215,1274,378.0,0.0,101.0,0.0,0.0,72.0
1941,3525,833,12.0,0.0,4.0,0.0,0.0,1.0
56,3619,1420,345.0,25.0,501.0,63.0,138.0,80.0
1960,4415,223,10.0,4.0,4.0,3.0,3.0,14.0
660,3645,753,19.0,3.0,26.0,10.0,9.0,3.0
2135,4692,1904,7.0,0.0,12.0,13.0,7.0,32.0
299,3955,438,2.0,1.0,1.0,1.0,0.0,1.0
956,5313,538,30.0,0.0,11.0,0.0,0.0,3.0
2132,7196,4,9.0,0.0,3.0,0.0,0.0,1.0
2222,1381,1276,172.0,3.0,115.0,16.0,0.0,18.0
1627,10951,443,279.0,0.0,18.0,0.0,0.0,9.0
992,4322,114,881.0,38.0,319.0,16.0,25.0,12.0
630,7444,1119,19.0,0.0,9.0,0.0,0.0,2.0
1484,2942,423,305.0,3.0,27.0,4.0,3.0,144.0
212,2874,1979,6.0,4.0,7.0,4.0,3.0,8.0
1902,3667,596,778.0,178.0,689.0,41.0,27.0,44.0
1538,3697,2126,69.0,8.0,26.0,12.0,7.0,12.0
1388,9955,937,69.0,8.0,26.0,12.0,7.0,12.0
401,5320,1154,79.0,7.0,58.0,6.0,3.0,18.0
310,6422,2078,344.0,189.0,482.0,50.0,33.0,172.0
131,3690,1431,1184.0,102.0,673.0,52.0,40.0,40.0
2184,2408,2082,490.0,0.0,184.0,10.0,28.0,21.0
1833,9260,328,1349.0,16.0,249.0,43.0,16.0,33.0
327,9648,648,153.0,4.0,56.0,0.0,9.0,31.0
1908,4939,1067,84.0,5.0,38.0,150.0,12.0,28.0
2192,8652,1218,84.0,5.0,38.0,150.0,12.0,28.0
851,4702,218,1000.0,155.0,379.0,224.0,17.0,120.0
792,2587,2028,14.0,0.0,6.0,0.0,0.0,0.0
169,2811,1825,52.0,0.0,9.0,0.0,0.0,1.0
1604,9150,1683,52.0,0.0,9.0,0.0,0.0,1.0
501,10127,1918,301.0,11.0,61.0,4.0,7.0,11.0
920,5493,1389,15.0,0.0,2.0,0.0,0.0,6.0
1990,2666,1731,519.0,50.0,167.0,130.0,0.0,41.0
1607,10099,247,238.0,115.0,215.0,169.0,69.0,76.0
184,10562,556,620.0,26.0,195.0,34.0,17.0,141.0
25,7881,148,620.0,26.0,195.0,34.0,17.0,141.0
779,6721,1435,572.0,19.0,286.0,50.0,38.0,248.0
985,5204,2220,380.0,98.0,733.0,110.0,112.0,28.0
706,5209,1284,443.0,5.0,71.0,21.0,16.0,82.0
2237,10128,390,620.0,16.0,165.0,0.0,24.0,82.0
1109,9284,1633,620.0,16.0,165.0,0.0,24.0,82.0
1290,8643,348,252.0,98.0,827.0,219.0,70.0,196.0
143,1685,996,796.0,14.0,590.0,38.0,44.0,0.0
411,2877,418,410.0,0.0,59.0,19.0,9.0,44.0
927,8369,2193,1.0,2.0,7.0,4.0,3.0,11.0
866,6233,497,507.0,19.0,364.0,25.0,47.0,9.0
493,195,1497,125.0,17.0,52.0,3.0,19.0,30.0
891,1501,1385,55.0,16.0,1622.0,17.0,3.0,4.0
1030,10846,1019,327.0,9.0,125.0,25.0,4.0,139.0
288,8341,1182,15.0,0.0,6.0,0.0,1.0,12.0
752,10766,172,397.0,19.0,69.0,12.0,0.0,9.0
625,9971,81,397.0,19.0,69.0,12.0,0.0,9.0
526,1740,2148,760.0,38.0,104.0,50.0,9.0,38.0
182,8737,838,29.0,1.0,9.0,2.0,0.0,2.0
594,6466,1100,105.0,0.0,9.0,2.0,1.0,4.0
1730,10430,1564,1126.0,28.0,211.0,37.0,28.0,42.0
6,8773,1671,280.0,0.0,18.0,0.0,0.0,24.0
64,2371,1229,39.0,1.0,22.0,3.0,4.0,12.0
1454,7786,752,68.0,7.0,59.0,10.0,5.0,11.0
561,4088,1313,108.0,1.0,28.0,13.0,1.0,4.0
962,4971,38,108.0,1.0,28.0,13.0,1.0,4.0
2216,10560,236,16.0,1.0,2.0,0.0,0.0,1.0
1942,6892,2215,641.0,7.0,56.0,0.0,0.0,28.0
1470,11004,64,8.0,0.0,5.0,7.0,0.0,2.0
849,1818,410,25.0,0.0,8.0,0.0,1.0,4.0
1514,9485,1678,102.0,9.0,49.0,24.0,3.0,12.0
370,6646,720,3.0,0.0,5.0,13.0,0.0,1.0
1300,4248,185,1000.0,19.0,711.0,125.0,115.0,38.0
1571,7451,2123,1000.0,19.0,711.0,125.0,115.0,38.0
225,7861,848,820.0,57.0,242.0,45.0,0.0,11.0
1840,5232,1713,86.0,12.0,75.0,33.0,15.0,6.0
714,3011,398,86.0,12.0,75.0,33.0,15.0,6.0
284,5758,1771,1074.0,0.0,69.0,0.0,0.0,46.0
1368,2173,1271,13.0,6.0,7.0,0.0,3.0,3.0
325,10711,111,217.0,77.0,373.0,111.0,23.0,93.0
553,8268,2010,352.0,0.0,27.0,10.0,0.0,15.0
32,2782,664,352.0,0.0,27.0,10.0,0.0,15.0
1434,9432,276,9.0,14.0,18.0,8.0,1.0,12.0
177,5872,1295,240.0,90.0,216.0,63.0,6.0,24.0
1145,11187,506,2.0,8.0,10.0,12.0,14.0,23.0
1641,2428,1179,3.0,18.0,26.0,11.0,8.0,12.0
886,1726,547,3.0,9.0,15.0,13.0,2.0,39.0
1626,1802,1941,412.0,5.0,119.0,38.0,29.0,77.0
1039,1162,1185,124.0,83.0,267.0,85.0,59.0,35.0
608,10643,601,124.0,83.0,267.0,85.0,59.0,35.0
1172,11112,1124,736.0,114.0,279.0,82.0,76.0,190.0
159,2114,1778,1006.0,22.0,115.0,59.0,68.0,45.0
422,4261,775,1006.0,22.0,115.0,59.0,68.0,45.0
993,2457,1102,8.0,4.0,5.0,15.0,2.0,11.0
1316,2495,503,217.0,38.0,350.0,111.0,85.0,15.0
345,6983,1693,23.0,2.0,17.0,2.0,1.0,0.0
1631,3436,1458,11.0,0.0,5.0,2.0,1.0,1.0
572,7505,795,22.0,1.0,9.0,0.0,0.0,14.0
244,4286,2060,580.0,6.0,58.0,8.0,0.0,27.0
1488,7224,1551,10.0,0.0,10.0,3.0,1.0,7.0
1310,6215,426,10.0,0.0,10.0,3.0,1.0,7.0
1138,968,1756,112.0,19.0,21.0,16.0,14.0,5.0
2154,4096,563,112.0,19.0,21.0,16.0,14.0,5.0
1329,3153,587,11.0,0.0,4.0,0.0,0.0,2.0
2203,6504,329,2.0,5.0,9.0,28.0,6.0,28.0
273,5329,428,8.0,0.0,3.0,0.0,0.0,0.0
341,1175,1105,88.0,39.0,54.0,64.0,28.0,153.0
910,1377,2152,182.0,4.0,33.0,0.0,0.0,66.0
1753,4607,1954,227.0,23.0,389.0,42.0,21.0,75.0
2009,4944,745,227.0,23.0,389.0,42.0,21.0,75.0
84,9483,158,290.0,59.0,177.0,77.0,5.0,29.0
934,1378,1637,284.0,16.0,160.0,84.0,16.0,134.0
1583,5991,298,173.0,2.0,39.0,3.0,2.0,47.0
2019,2807,1529,656.0,38.0,161.0,62.0,47.0,37.0
1024,1052,1894,656.0,38.0,161.0,62.0,47.0,37.0
1545,9760,117,953.0,0.0,71.0,0.0,0.0,174.0
642,7101,241,953.0,0.0,71.0,0.0,0.0,174.0
1781,9909,1388,3.0,18.0,14.0,15.0,22.0,50.0
301,5907,1563,8.0,0.0,8.0,0.0,0.0,2.0
973,793,1422,18.0,3.0,17.0,3.0,0.0,4.0
1913,8832,437,37.0,5.0,56.0,12.0,8.0,5.0
348,2535,541,163.0,0.0,480.0,0.0,126.0,75.0
853,1523,2233,69.0,2.0,15.0,2.0,2.0,6.0
2116,1839,518,56.0,7.0,48.0,10.0,2.0,18.0
410,9972,1078,38.0,0.0,2.0,0.0,0.0,6.0
1231,2945,1853,38.0,0.0,2.0,0.0,0.0,6.0
1280,9291,561,8.0,2.0,4.0,0.0,0.0,1.0
65,2829,728,626.0,0.0,70.0,0.0,7.0,28.0
1309,8594,523,112.0,0.0,6.0,2.0,1.0,14.0
1935,1592,1362,547.0,99.0,812.0,151.0,82.0,33.0
1075,4310,1937,507.0,93.0,520.0,242.0,40.0,26.0
1783,6950,2002,35.0,1.0,16.0,0.0,1.0,1.0
1236,8492,860,795.0,0.0,545.0,95.0,58.0,0.0
1922,5684,1991,56.0,0.0,9.0,0.0,0.0,3.0
2217,5909,366,895.0,10.0,101.0,13.0,0.0,152.0
1235,9855,1769,899.0,0.0,101.0,0.0,0.0,20.0
1347,975,806,178.0,4.0,26.0,8.0,4.0,44.0
508,8754,1477,14.0,0.0,3.0,0.0,0.0,3.0
1859,1456,2216,265.0,199.0,303.0,234.0,9.0,170.0
1974,2849,1073,265.0,199.0,303.0,234.0,9.0,170.0
1279,9984,800,349.0,16.0,144.0,28.0,5.0,182.0
681,5527,721,4.0,12.0,11.0,3.0,13.0,15.0
1436,5628,1393,848.0,154.0,323.0,201.0,61.0,78.0
813,7627,999,817.0,183.0,797.0,106.0,163.0,20.0
2020,1351,2197,962.0,12.0,194.0,16.0,24.0,12.0
1165,10629,2089,25.0,3.0,43.0,17.0,4.0,17.0
999,10395,2021,1.0,45.0,3.0,4.0,6.0,42.0
1561,6961,1413,1.0,1.0,5.0,0.0,3.0,1.0
1350,10196,2170,212.0,123.0,177.0,15.0,64.0,23.0
738,6182,1151,11.0,4.0,20.0,10.0,3.0,5.0
1934,10432,416,2.0,0.0,9.0,3.0,6.0,2.0
91,1542,864,347.0,0.0,35.0,4.0,3.0,7.0
110,4220,341,73.0,0.0,13.0,0.0,1.0,0.0
703,4141,2129,426.0,49.0,127.0,111.0,21.0,42.0
98,1940,490,1.0,3.0,4.0,2.0,2.0,6.0
2118,1506,1781,48.0,9.0,45.0,3.0,15.0,20.0
245,6347,2190,1.0,1.0,4.0,11.0,9.0,10.0
732,1361,1527,1076.0,68.0,103.0,29.0,91.0,68.0
659,9422,1506,36.0,2.0,42.0,20.0,21.0,10.0
597,1081,1775,733.0,9.0,180.0,12.0,19.0,66.0
2150,7458,713,39.0,2.0,25.0,4.0,3.0,24.0
674,1012,2006,523.0,7.0,134.0,37.0,14.0,169.0
1759,5453,1187,1083.0,108.0,649.0,253.0,151.0,108.0
435,6818,707,98.0,0.0,106.0,49.0,10.0,106.0
1161,7807,613,98.0,0.0,106.0,49.0,10.0,106.0
350,7532,785,99.0,2.0,11.0,4.0,0.0,16.0
709,8346,1982,138.0,15.0,35.0,25.0,11.0,72.0
1630,5564,789,509.0,133.0,497.0,78.0,24.0,97.0
75,3267,1746,527.0,0.0,21.0,0.0,0.0,60.0
1517,3091,1040,340.0,21.0,134.0,258.0,14.0,56.0
1389,762,208,340.0,21.0,134.0,258.0,14.0,56.0
652,8029,1145,1184.0,32.0,352.0,21.0,16.0,16.0
569,4376,311,10.0,24.0,15.0,13.0,1.0,30.0
780,10981,892,434.0,137.0,400.0,45.0,137.0,45.0
763,486,494,434.0,137.0,400.0,45.0,137.0,45.0
2213,1158,201,102.0,1.0,15.0,2.0,0.0,24.0
2000,9119,1023,208.0,17.0,76.0,36.0,17.0,38.0
1736,6694,642,438.0,66.0,400.0,12.0,38.0,114.0
925,10573,1559,125.0,16.0,98.0,134.0,21.0,27.0
1207,10140,1239,1308.0,0.0,396.0,23.0,0.0,0.0
555,2286,2061,64.0,1.0,21.0,0.0,1.0,27.0
1004,8420,1740,7.0,4.0,13.0,15.0,8.0,17.0
1609,10065,337,7.0,4.0,13.0,15.0,8.0,17.0
2065,1029,2057,200.0,5.0,44.0,0.0,10.0,20.0
843,4207,2153,1001.0,44.0,107.0,58.0,44.0,44.0
2181,10277,1320,36.0,0.0,2.0,0.0,0.0,4.0
2043,4436,1989,18.0,42.0,24.0,15.0,20.0,18.0
1733,2929,809,18.0,42.0,24.0,15.0,20.0,18.0
1569,6281,1259,673.0,0.0,199.0,37.0,47.0,26.0
1088,10390,343,6.0,7.0,4.0,3.0,4.0,6.0
1515,2574,2005,1050.0,12.0,144.0,0.0,0.0,24.0
489,709,153,787.0,20.0,204.0,0.0,0.0,92.0
1356,5955,544,833.0,33.0,549.0,151.0,133.0,233.0
2052,8486,1004,284.0,0.0,52.0,8.0,3.0,20.0
1064,10343,347,605.0,91.0,399.0,0.0,45.0,205.0
645,6652,8,227.0,151.0,573.0,98.0,54.0,31.0
1059,8746,1625,800.0,0.0,297.0,0.0,34.0,57.0
1476,4686,509,861.0,31.0,558.0,62.0,95.0,79.0
2178,3551,2209,62.0,1.0,57.0,19.0,11.0,48.0
1034,4338,1064,23.0,0.0,9.0,0.0,0.0,12.0
1808,4444,310,11.0,0.0,16.0,7.0,6.0,21.0
1261,498,210,25.0,0.0,22.0,2.0,3.0,5.0
1953,8230,1688,22.0,2.0,31.0,7.0,4.0,5.0
551,2826,631,25.0,0.0,8.0,2.0,0.0,2.0
15,6222,1051,25.0,0.0,8.0,2.0,0.0,2.0
226,7352,894,161.0,28.0,136.0,32.0,3.0,45.0
1244,10928,160,315.0,4.0,62.0,41.0,31.0,146.0
1464,10736,1164,522.0,0.0,522.0,227.0,120.0,134.0
2031,10163,1555,712.0,50.0,420.0,65.0,38.0,38.0
86,6168,1175,33.0,0.0,5.0,0.0,0.0,15.0
707,4656,392,342.0,32.0,230.0,34.0,32.0,40.0
958,626,1381,22.0,2.0,12.0,0.0,2.0,5.0
1420,3870,1915,359.0,35.0,314.0,93.0,116.0,89.0
1479,6299,1864,324.0,48.0,186.0,39.0,18.0,198.0
1595,7798,1524,233.0,20.0,57.0,8.0,20.0,91.0
241,9973,1618,370.0,9.0,92.0,6.0,9.0,4.0
2151,4299,1090,1001.0,17.0,572.0,93.0,125.0,17.0
1023,10971,740,173.0,8.0,107.0,7.0,2.0,176.0
132,9931,846,5.0,0.0,1.0,1.0,1.0,1.0
375,6679,1034,10.0,3.0,3.0,0.0,0.0,0.0
1999,5961,2062,8.0,4.0,20.0,6.0,3.0,16.0
1097,6255,868,138.0,39.0,63.0,55.0,18.0,21.0
1272,8614,983,245.0,19.0,125.0,37.0,67.0,14.0
1366,7828,1397,68.0,129.0,396.0,188.0,22.0,15.0
89,1277,1493,434.0,22.0,388.0,104.0,22.0,34.0
1168,3595,225,631.0,43.0,239.0,128.0,76.0,21.0
1385,5735,1000,1156.0,120.0,915.0,94.0,144.0,96.0
1130,5350,2240,1156.0,120.0,915.0,94.0,144.0,96.0
1984,4137,2141,398.0,40.0,367.0,119.0,122.0,30.0
988,6357,1794,230.0,35.0,75.0,63.0,57.0,31.0
1014,9316,542,2.0,0.0,7.0,3.0,7.0,10.0
1575,3578,882,122.0,21.0,43.0,25.0,10.0,15.0
1549,153,1459,19.0,3.0,6.0,4.0,2.0,12.0
820,10524,397,386.0,23.0,95.0,54.0,41.0,196.0
342,1518,1392,379.0,6.0,157.0,25.0,91.0,91.0
27,2036,439,243.0,11.0,119.0,10.0,3.0,15.0
1784,9495,821,358.0,108.0,413.0,141.0,97.0,32.0
2195,2631,571,358.0,108.0,413.0,141.0,97.0,32.0
860,6312,265,258.0,107.0,291.0,84.0,37.0,86.0
312,615,1347,65.0,36.0,74.0,38.0,20.0,110.0
1067,4406,661,846.0,84.0,352.0,91.0,56.0,42.0
1328,10061,60,724.0,17.0,143.0,0.0,8.0,196.0
361,10619,1816,770.0,29.0,890.0,250.0,27.0,24.0
1000,4945,712,815.0,10.0,239.0,28.0,10.0,108.0
36,1777,1856,2.0,2.0,11.0,41.0,7.0,11.0
1270,4023,2025,16.0,17.0,19.0,20.0,21.0,22.0
870,7922,786,819.0,0.0,72.0,12.0,0.0,63.0
929,10699,1935,46.0,0.0,40.0,3.0,0.0,3.0
1292,7516,1198,5.0,3.0,11.0,12.0,5.0,9.0
1761,3129,1733,5.0,3.0,11.0,12.0,5.0,9.0
676,5121,1461,479.0,5.0,82.0,7.0,17.0,171.0
2006,2186,895,938.0,142.0,754.0,159.0,81.0,183.0
1660,10548,1273,283.0,17.0,372.0,138.0,106.0,44.0
1686,6384,1304,909.0,12.0,278.0,0.0,12.0,242.0
505,2625,1095,156.0,29.0,56.0,30.0,32.0,47.0
639,1676,1631,213.0,2.0,44.0,0.0,2.0,5.0
1831,5534,1462,123.0,1.0,26.0,2.0,0.0,72.0
1743,6859,2174,37.0,4.0,24.0,16.0,9.0,9.0
1572,271,651,154.0,0.0,50.0,6.0,11.0,37.0
1830,7699,1006,154.0,0.0,50.0,6.0,11.0,37.0
1734,7832,1988,940.0,44.0,396.0,0.0,88.0,58.0
1337,938,381,51.0,1.0,7.0,2.0,1.0,25.0
1679,7873,1883,141.0,11.0,114.0,15.0,14.0,5.0
631,9967,1237,160.0,15.0,196.0,15.0,11.0,50.0
1267,1087,1878,16.0,14.0,36.0,37.0,22.0,48.0
4,8314,1985,557.0,129.0,761.0,29.0,185.0,111.0
1509,3762,105,196.0,0.0,512.0,33.0,130.0,54.0
291,10383,266,295.0,35.0,482.0,121.0,120.0,40.0
353,6798,2124,231.0,7.0,137.0,4.0,15.0,39.0
1375,4168,1341,231.0,7.0,137.0,4.0,15.0,39.0
388,6690,1163,38.0,4.0,22.0,4.0,2.0,20.0
509,10602,1361,29.0,12.0,59.0,19.0,1.0,36.0
576,3220,585,29.0,12.0,59.0,19.0,1.0,36.0
1307,5424,80,29.0,12.0,59.0,19.0,1.0,36.0
2084,7488,1789,420.0,15.0,186.0,151.0,38.0,15.0
251,5289,375,8.0,4.0,12.0,15.0,4.0,29.0
1181,347,33,229.0,27.0,71.0,13.0,3.0,34.0
1213,5236,251,1230.0,0.0,396.0,232.0,178.0,158.0
1592,9478,2222,91.0,64.0,128.0,65.0,3.0,50.0
1527,477,1753,1060.0,61.0,835.0,80.0,20.0,101.0
1411,7411,58,11.0,0.0,5.0,0.0,0.0,1.0
1715,3107,1668,121.0,24.0,124.0,24.0,15.0,42.0
50,7437,340,13.0,0.0,8.0,2.0,1.0,5.0
719,255,762,17.0,0.0,2.0,0.0,0.0,2.0
938,3790,1766,8.0,1.0,5.0,0.0,0.0,1.0
474,749,1885,46.0,7.0,59.0,2.0,4.0,27.0
31,1503,1306,85.0,1.0,16.0,2.0,1.0,2.0
1087,8650,913,5.0,6.0,10.0,6.0,5.0,10.0
67,607,204,302.0,29.0,131.0,32.0,0.0,27.0
2209,1008,994,728.0,17.0,133.0,11.0,8.0,124.0
1678,9396,1062,9.0,0.0,6.0,4.0,1.0,5.0
1656,933,1848,9.0,0.0,6.0,4.0,1.0,5.0
1799,5710,107,110.0,0.0,5.0,2.0,0.0,3.0
1442,2882,614,711.0,28.0,142.0,49.0,18.0,47.0
1383,2379,1596,778.0,44.0,499.0,95.0,73.0,146.0
858,5342,521,0.0,1.0,3.0,10.0,6.0,9.0
7,3262,798,995.0,112.0,417.0,42.0,48.0,41.0
1482,5832,1965,493.0,183.0,352.0,184.0,23.0,28.0
679,5025,823,23.0,17.0,23.0,43.0,20.0,9.0
2127,569,2185,704.0,129.0,853.0,120.0,74.0,111.0
1877,3102,869,2.0,3.0,12.0,3.0,5.0,7.0
547,9449,853,415.0,5.0,124.0,15.0,35.0,11.0
643,8104,1516,241.0,0.0,12.0,0.0,0.0,25.0
1919,75,50,34.0,11.0,137.0,179.0,61.0,45.0
1854,6421,1893,1050.0,178.0,555.0,77.0,138.0,118.0
1362,3037,1013,135.0,46.0,92.0,65.0,61.0,11.0
52,4698,1226,135.0,46.0,92.0,65.0,61.0,11.0
1782,948,2131,4.0,7.0,7.0,6.0,4.0,13.0
1760,6177,1366,76.0,10.0,56.0,3.0,1.0,23.0
801,3517,784,50.0,4.0,44.0,10.0,10.0,43.0
1080,3491,997,384.0,60.0,364.0,119.0,101.0,232.0
1405,7610,13,275.0,0.0,86.0,10.0,23.0,66.0
1894,4377,847,254.0,10.0,44.0,30.0,10.0,227.0
46,9850,843,3.0,6.0,7.0,0.0,0.0,3.0
224,5544,62,957.0,40.0,175.0,158.0,53.0,107.0
896,6497,2075,293.0,6.0,23.0,13.0,6.0,92.0
2171,4543,1021,777.0,129.0,573.0,216.0,21.0,203.0
2053,5117,751,63.0,151.0,137.0,153.0,19.0,53.0
1429,1448,948,21.0,12.0,12.0,0.0,3.0,3.0
507,6887,977,245.0,16.0,223.0,21.0,43.0,16.0
1867,7500,1322,245.0,16.0,223.0,21.0,43.0,16.0
726,2724,1339,12.0,0.0,1.0,0.0,0.0,6.0
1471,2256,1535,17.0,0.0,3.0,0.0,0.0,1.0
2010,1100,2165,24.0,4.0,22.0,0.0,2.0,9.0
1560,7725,6,173.0,26.0,255.0,35.0,71.0,81.0
1676,2612,1855,754.0,160.0,625.0,63.0,32.0,48.0
1349,113,1761,11.0,0.0,7.0,3.0,1.0,6.0
1073,2868,1974,20.0,1.0,28.0,3.0,3.0,2.0
2196,4216,1585,822.0,114.0,108.0,179.0,137.0,114.0
1709,199,2219,219.0,3.0,60.0,12.0,9.0,12.0
2100,359,685,373.0,14.0,83.0,6.0,9.0,19.0
946,8842,2040,15.0,0.0,12.0,7.0,3.0,7.0
2232,2154,1002,15.0,0.0,12.0,7.0,3.0,7.0
1755,6050,1727,1171.0,43.0,219.0,19.0,14.0,47.0
494,9204,511,371.0,159.0,194.0,58.0,106.0,141.0
914,4472,2137,23.0,0.0,8.0,6.0,2.0,18.0
297,6864,367,8.0,4.0,10.0,2.0,2.0,4.0
996,10617,986,8.0,4.0,10.0,2.0,2.0,4.0
1289,3924,750,801.0,0.0,80.0,0.0,0.0,35.0
1652,5654,777,20.0,4.0,10.0,6.0,4.0,17.0
1816,9216,1207,23.0,2.0,11.0,3.0,1.0,4.0
1692,8086,29,48.0,0.0,2.0,0.0,0.0,5.0
154,9097,498,244.0,8.0,32.0,7.0,2.0,50.0
901,7631,1269,562.0,58.0,168.0,43.0,16.0,142.0
1900,7275,963,79.0,1.0,31.0,4.0,4.0,12.0
428,8334,968,79.0,1.0,31.0,4.0,4.0,12.0
1228,1987,53,1.0,10.0,11.0,19.0,3.0,15.0
1275,2281,1137,4.0,3.0,7.0,0.0,3.0,11.0
875,7034,904,8.0,7.0,9.0,13.0,6.0,12.0
323,2797,369,707.0,20.0,171.0,65.0,60.0,50.0
1020,3934,622,356.0,0.0,107.0,19.0,9.0,117.0
1302,2493,1254,356.0,0.0,107.0,19.0,9.0,117.0
2038,3759,1748,743.0,19.0,181.0,12.0,0.0,200.0
1937,965,284,235.0,65.0,164.0,50.0,49.0,27.0
1690,7378,317,393.0,5.0,136.0,7.0,5.0,27.0
1525,1859,820,721.0,111.0,925.0,97.0,18.0,18.0
646,6263,1357,28.0,9.0,37.0,12.0,7.0,13.0
389,2072,582,896.0,10.0,101.0,13.0,10.0,34.0
2001,8908,517,217.0,76.0,690.0,50.0,26.0,38.0
374,738,219,48.0,13.0,57.0,24.0,15.0,25.0
214,10129,1860,482.0,147.0,509.0,104.0,107.0,107.0
862,807,1711,167.0,2.0,89.0,0.0,0.0,34.0
2075,3334,1846,879.0,143.0,797.0,106.0,143.0,143.0
736,5423,2056,6.0,0.0,5.0,2.0,1.0,2.0
1299,4426,296,367.0,4.0,51.0,6.0,4.0,95.0
397,10489,45,693.0,21.0,925.0,31.0,24.0,84.0
932,2570,1508,691.0,7.0,61.0,10.0,0.0,46.0
218,3834,532,231.0,161.0,215.0,171.0,30.0,53.0
467,590,1911,816.0,66.0,549.0,216.0,66.0,99.0
1166,4791,1957,19.0,1.0,17.0,2.0,0.0,2.0
1698,5304,1931,24.0,0.0,8.0,0.0,0.0,1.0
648,2426,623,483.0,74.0,114.0,169.0,37.0,18.0
1271,35,451,32.0,1.0,64.0,16.0,12.0,85.0
419,8041,1772,595.0,71.0,153.0,120.0,112.0,41.0
1210,3584,1787,1181.0,26.0,120.0,17.0,13.0,39.0
1403,7718,1526,244.0,51.0,270.0,101.0,0.0,45.0
987,8605,1130,48.0,0.0,14.0,0.0,0.0,6.0
1622,1646,649,4.0,9.0,12.0,11.0,2.0,8.0
922,9206,1987,491.0,48.0,231.0,112.0,105.0,134.0
1089,10757,1426,4.0,2.0,5.0,2.0,0.0,0.0
1963,6885,1953,38.0,0.0,12.0,3.0,1.0,1.0
613,907,671,254.0,6.0,71.0,4.0,0.0,27.0
1615,1150,522,755.0,144.0,562.0,104.0,64.0,224.0
1978,3867,1852,410.0,112.0,420.0,0.0,82.0,71.0
124,3859,1015,410.0,112.0,420.0,0.0,82.0,71.0
905,3265,668,21.0,1.0,9.0,7.0,3.0,5.0
568,4418,960,671.0,47.0,655.0,145.0,111.0,15.0
377,4611,810,1009.0,181.0,104.0,202.0,21.0,207.0
533,4530,1786,972.0,19.0,595.0,180.0,26.0,138.0
827,7736,591,11.0,7.0,12.0,2.0,2.0,27.0
653,9949,2235,598.0,16.0,141.0,32.0,41.0,49.0
831,942,695,139.0,13.0,78.0,20.0,13.0,36.0
2114,6181,2183,488.0,21.0,238.0,56.0,108.0,28.0
303,7660,748,15.0,0.0,8.0,4.0,2.0,20.0
1863,2055,862,15.0,0.0,8.0,4.0,2.0,20.0
87,5107,1398,15.0,0.0,8.0,4.0,2.0,20.0
783,1626,599,15.0,0.0,8.0,4.0,2.0,20.0
1951,6428,346,605.0,10.0,345.0,84.0,54.0,32.0
1363,9617,526,0.0,4.0,5.0,6.0,0.0,4.0
2128,4339,1568,702.0,17.0,151.0,0.0,8.0,35.0
861,7235,460,2.0,5.0,12.0,4.0,8.0,7.0
464,8527,877,239.0,7.0,119.0,4.0,15.0,11.0
1413,1968,83,5.0,1.0,5.0,10.0,0.0,7.0
789,9862,922,1.0,6.0,7.0,11.0,5.0,3.0
384,11075,560,183.0,2.0,64.0,7.0,2.0,12.0
2168,6658,1265,771.0,51.0,154.0,54.0,10.0,154.0
1119,4552,1517,83.0,2.0,101.0,64.0,26.0,117.0
1518,10377,575,170.0,6.0,97.0,24.0,12.0,88.0
512,5336,1879,39.0,1.0,9.0,2.0,0.0,8.0
1274,10350,115,33.0,0.0,5.0,0.0,0.0,0.0
158,11071,2228,450.0,133.0,951.0,173.0,0.0,216.0
1273,11100,1060,51.0,2.0,7.0,0.0,1.0,2.0
2032,6516,1213,0.0,0.0,1.0,7.0,4.0,6.0
1589,1734,269,59.0,0.0,11.0,4.0,2.0,5.0
1054,2131,1249,1063.0,89.0,102.0,16.0,12.0,25.0
842,6439,1355,789.0,0.0,133.0,0.0,28.0,152.0
1258,10591,645,63.0,10.0,83.0,7.0,19.0,19.0
966,9797,1042,228.0,19.0,130.0,4.0,11.0,51.0
525,9336,1998,512.0,0.0,83.0,0.0,0.0,41.0
1416,2174,1723,11.0,1.0,6.0,2.0,1.0,6.0
600,3197,1375,275.0,59.0,107.0,69.0,101.0,59.0
