User_ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Date_Enroll,Recency,Country,Complain_Code,Complain_Category,Complain_Times,Purchase_ID,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Consumption_ID,MntWines,MntFruits,MntMeats,MntFishs,MntSweets,MntGolds,Response_ID,Date_Response,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Survey_Approach_ID,Date_Click,Channel_Type,Deal_Storage_ID,NumDealsPurchases
8159,1968,Graduation,Married,51287.0,1,1,2014-04-01,10,Spain,N0237,No Complain,0,628,4,1,3,7,1153,117.0,0.0,22.0,13.0,0.0,30.0,1373,2015-03-01,False,False,False,False,False,False,1331,2014-12-29,Website,1474,3
7628,1973,2n Cycle,Married,43050.0,1,0,2014-03-18,10,Spain,N0238,No Complain,0,1628,2,0,4,5,41,30.0,5.0,24.0,6.0,3.0,8.0,658,2015-01-30,False,False,False,False,False,False,145,2014-12-21,Facebook,1302,2
9597,1969,Graduation,Married,73448.0,0,0,2014-02-10,10,Canada,N0239,No Complain,0,1283,7,2,9,4,17,236.0,106.0,189.0,23.0,41.0,130.0,2010,2015-03-27,False,False,False,False,False,False,2195,2014-12-26,Landing Page,1566,1
1384,1992,Basic,Married,17256.0,1,0,2013-11-23,10,United States,N0240,No Complain,0,758,2,1,2,8,1881,6.0,4.0,14.0,8.0,8.0,22.0,1855,2015-03-24,False,False,True,False,False,False,311,2014-12-21,Facebook,1057,2
10150,1961,Graduation,Single,86429.0,0,0,2013-11-21,10,South Africa,N0241,No Complain,0,2128,7,4,7,2,1456,464.0,28.0,873.0,29.0,18.0,37.0,592,2015-02-27,True,False,False,False,False,True,1002,2014-12-17,Facebook,549,0
3885,1983,PhD,Married,33569.0,1,0,2013-10-16,10,Spain,N0242,No Complain,0,1303,1,1,2,8,360,16.0,2.0,18.0,3.0,0.0,24.0,126,2015-01-06,False,False,True,False,False,True,2191,2014-12-31,Website,1955,1
11003,1980,2n Cycle,Together,25130.0,1,0,2013-10-02,10,Canada,N0243,No Complain,0,893,2,0,3,7,1188,2.0,5.0,7.0,0.0,18.0,18.0,1496,2015-03-13,False,False,False,False,False,False,1067,2014-12-29,Website,281,2
8026,1952,Graduation,Married,62998.0,0,1,2013-09-30,10,Canada,N0244,No Complain,0,1765,5,4,5,5,1719,120.0,58.0,73.0,65.0,89.0,58.0,399,2015-01-26,False,False,False,False,False,False,207,2014-12-30,Landing Page,1216,5
577,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,Spain,N0245,No Complain,0,899,1,0,3,7,307,9.0,1.0,7.0,0.0,3.0,2.0,1610,2015-01-29,False,False,False,False,False,False,2190,2014-12-21,Facebook,1364,2
8702,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,Australia,N0246,No Complain,0,1460,1,0,3,7,1163,9.0,1.0,7.0,0.0,3.0,2.0,1065,2015-02-18,False,False,False,False,False,False,1988,2014-12-20,Email,2162,2
5429,1948,PhD,Married,45579.0,0,1,2013-08-20,10,Spain,N0247,No Complain,0,281,4,1,4,6,1596,145.0,1.0,33.0,2.0,1.0,1.0,49,2015-03-21,False,False,False,False,False,False,784,2014-12-19,Landing Page,1595,1
977,1957,Graduation,Together,47320.0,0,1,2013-08-01,10,Canada,N0248,No Complain,0,1750,5,1,8,6,34,200.0,19.0,111.0,50.0,15.0,19.0,443,2015-02-19,False,False,False,False,False,False,12,2014-12-23,Facebook,2218,6
2793,1976,PhD,Divorced,70179.0,0,1,2013-07-21,10,South Africa,N0249,No Complain,0,122,7,3,13,5,1826,532.0,88.0,168.0,69.0,44.0,133.0,208,2015-02-27,False,False,False,False,False,False,580,2014-12-21,Facebook,769,3
1071,1976,PhD,Divorced,70179.0,0,1,2013-07-21,10,United States,N0250,No Complain,0,37,7,3,13,5,403,532.0,88.0,168.0,69.0,44.0,133.0,1115,2015-02-05,False,False,False,False,False,False,1155,2014-12-23,Landing Page,121,3
5074,1986,Master,Married,28072.0,1,0,2013-07-08,10,Canada,N0251,No Complain,0,371,1,0,3,7,1415,30.0,0.0,10.0,2.0,0.0,5.0,1948,2015-01-12,False,False,False,False,False,False,81,2014-12-24,Email,2026,1
2632,1954,Graduation,Married,50501.0,1,1,2013-06-18,10,India,N0252,No Complain,0,353,5,4,4,6,1882,297.0,0.0,38.0,13.0,0.0,152.0,719,2015-03-20,False,False,True,False,False,True,2230,2014-12-19,Email,873,7
6404,1969,Graduation,Together,58917.0,1,2,2013-03-24,10,South Africa,N0253,No Complain,0,1197,4,1,6,5,483,151.0,7.0,89.0,0.0,7.0,28.0,553,2015-02-08,False,False,False,False,False,False,225,2014-12-31,Email,291,5
10240,1949,Graduation,Together,69372.0,0,0,2013-02-19,10,Canada,N0254,No Complain,0,1745,10,4,6,4,583,997.0,26.0,269.0,34.0,13.0,42.0,180,2015-03-09,False,False,False,True,True,True,893,2014-12-29,Facebook,1516,1
2521,1971,Master,Married,35178.0,1,0,2013-01-10,10,Spain,N0255,No Complain,0,1986,1,1,2,7,1613,23.0,1.0,13.0,2.0,2.0,18.0,885,2015-03-07,False,False,True,False,False,True,1495,2014-12-19,Website,2185,1
4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,Australia,N0256,No Complain,0,502,1,1,2,7,60,23.0,1.0,13.0,2.0,2.0,18.0,2036,2015-01-24,False,False,True,False,False,True,1782,2014-12-28,Facebook,133,1
7381,1968,Graduation,Divorced,75693.0,0,0,2012-12-06,10,Spain,N0257,No Complain,0,1570,11,4,6,4,671,797.0,153.0,293.0,72.0,97.0,30.0,1129,2015-01-22,True,False,False,True,True,True,209,2014-12-30,Email,703,1
2407,1982,Graduation,Married,69109.0,0,0,2012-11-09,10,United States,N0258,No Complain,0,1159,6,6,7,4,721,823.0,25.0,459.0,124.0,29.0,95.0,1760,2015-02-15,False,False,False,False,True,True,1287,2014-12-22,Landing Page,1766,1
9064,1982,Graduation,Married,69109.0,0,0,2012-11-09,10,Spain,N0259,No Complain,0,2218,6,6,7,4,364,823.0,25.0,459.0,124.0,29.0,95.0,1080,2015-01-02,False,False,False,False,True,True,1293,2014-12-17,Website,1496,1
5067,1994,Graduation,Together,80134.0,0,0,2014-02-14,11,Spain,N0260,No Complain,0,1892,2,7,11,5,1345,966.0,26.0,282.0,52.0,26.0,26.0,1589,2015-01-25,True,True,False,True,True,False,342,2014-12-20,Website,173,1
10281,1970,Graduation,Divorced,64713.0,1,0,2014-02-07,11,Australia,N0261,No Complain,0,1096,5,5,7,4,1721,180.0,60.0,241.0,13.0,54.0,54.0,757,2015-01-16,False,False,False,False,False,True,1381,2014-12-22,Facebook,975,2
11191,1986,Graduation,Divorced,41411.0,0,0,2013-12-07,11,Spain,N0262,No Complain,0,57,2,1,4,6,1336,37.0,32.0,38.0,11.0,3.0,18.0,59,2015-02-15,False,False,False,False,False,False,1300,2014-12-28,Email,1716,1
1994,1983,Graduation,Married,,1,0,2013-11-15,11,United States,N0263,No Complain,0,2184,1,0,2,7,252,5.0,5.0,6.0,0.0,2.0,1.0,2240,2015-03-07,False,False,False,False,False,False,1355,2014-12-15,Website,560,1
2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,Spain,N0264,No Complain,0,1032,6,3,6,7,426,416.0,0.0,26.0,0.0,0.0,4.0,1466,2015-03-22,False,False,False,True,False,True,710,2014-12-31,Email,1027,9
6720,1968,Master,Together,43795.0,0,1,2013-10-16,11,Spain,N0265,No Complain,0,1210,7,3,4,7,1338,314.0,11.0,53.0,4.0,3.0,107.0,1572,2015-03-07,False,False,False,True,False,True,1600,2014-12-21,Facebook,1437,3
4557,1970,Graduation,Together,22070.0,1,0,2013-10-04,11,South Africa,N0266,No Complain,0,2156,2,2,2,6,1446,10.0,7.0,19.0,8.0,2.0,21.0,1443,2015-02-24,False,False,False,False,False,False,1741,2014-12-29,Email,1171,2
1183,1949,Master,Married,36408.0,1,1,2013-09-21,11,Germany,N0267,No Complain,0,1070,1,0,2,6,239,9.0,1.0,4.0,3.0,2.0,3.0,1558,2015-01-21,False,False,False,False,False,False,155,2014-12-20,Landing Page,854,1
4186,1950,Graduation,Together,34026.0,1,1,2013-08-05,11,Canada,N0268,No Complain,0,1782,2,1,3,5,1891,18.0,6.0,15.0,12.0,8.0,17.0,768,2015-03-12,False,False,False,False,False,False,1575,2014-12-20,Email,1596,3
1419,1950,Graduation,Together,34026.0,1,1,2013-08-05,11,Spain,N0269,No Complain,0,318,2,1,3,5,1490,18.0,6.0,15.0,12.0,8.0,17.0,2006,2015-02-23,False,False,False,False,False,False,1091,2014-12-18,Email,994,3
967,1976,Graduation,Married,46049.0,1,1,2013-07-21,11,Spain,N0270,No Complain,0,2139,5,2,9,7,1958,342.0,9.0,112.0,19.0,14.0,19.0,2176,2015-02-17,False,False,False,False,False,True,281,2014-12-29,Website,1970,10
1048,1972,Master,Married,35641.0,1,0,2013-07-14,11,South Africa,N0271,No Complain,0,1803,3,1,4,7,839,63.0,3.0,67.0,8.0,9.0,28.0,780,2015-02-03,False,False,False,False,False,True,767,2014-12-21,Landing Page,688,2
9262,1984,2n Cycle,Together,32414.0,0,0,2013-07-04,11,South Africa,N0272,No Complain,0,391,1,0,3,7,1113,20.0,6.0,5.0,0.0,9.0,12.0,464,2015-03-05,False,False,True,False,False,False,1387,2014-12-22,Email,623,1
3427,1955,PhD,Married,59821.0,0,1,2013-04-12,11,South Africa,N0273,No Complain,0,2161,11,2,7,8,762,629.0,0.0,70.0,0.0,0.0,35.0,2033,2015-02-26,False,False,False,False,False,False,557,2014-12-20,Email,729,6
5892,1980,Graduation,Married,34968.0,1,0,2013-04-10,11,South Africa,N0274,No Complain,0,212,3,2,5,7,1158,158.0,6.0,45.0,8.0,2.0,2.0,1224,2015-01-07,False,False,False,False,False,False,1446,2014-12-17,Facebook,1890,7
8911,1967,PhD,Married,56320.0,0,1,2013-04-08,11,Spain,N0275,No Complain,0,92,5,4,9,4,1614,201.0,53.0,172.0,116.0,77.0,83.0,2221,2015-02-28,False,False,False,False,False,False,110,2014-12-31,Landing Page,1124,3
6606,1969,Master,Married,70091.0,1,0,2013-03-31,11,Spain,N0276,No Complain,0,1887,5,2,10,8,142,964.0,34.0,137.0,15.0,0.0,11.0,42,2015-03-25,False,False,False,True,False,False,1127,2014-12-23,Email,744,2
2677,1956,Graduation,Together,46097.0,0,1,2013-03-31,11,South Africa,N0277,No Complain,0,1212,3,1,6,4,917,72.0,24.0,68.0,65.0,4.0,8.0,2145,2015-01-20,False,False,False,False,False,False,1687,2014-12-20,Website,94,5
252,1963,PhD,Divorced,41003.0,0,0,2013-03-17,11,South Africa,N0278,No Complain,0,1165,6,2,8,6,1795,123.0,133.0,142.0,71.0,44.0,88.0,248,2015-02-28,False,False,False,False,False,False,1609,2014-12-20,Website,457,1
9860,1959,Graduation,Together,44911.0,0,1,2013-03-15,11,Spain,N0279,No Complain,0,1454,4,1,4,7,548,159.0,0.0,22.0,2.0,1.0,31.0,1207,2015-02-06,False,False,False,False,False,False,2217,2014-12-29,Facebook,2226,3
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,Australia,N0280,No Complain,0,1488,2,1,3,6,2200,6.0,10.0,21.0,19.0,14.0,42.0,1231,2015-02-20,False,False,False,False,False,False,2142,2014-12-23,Facebook,1747,2
979,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,Spain,N0281,No Complain,0,1624,2,1,3,6,236,6.0,10.0,21.0,19.0,14.0,42.0,74,2015-01-23,False,False,False,False,False,False,2205,2014-12-18,Landing Page,150,2
7494,1950,PhD,Divorced,42873.0,1,1,2013-01-21,11,Canada,N0282,No Complain,0,239,6,1,4,8,1015,209.0,0.0,40.0,3.0,2.0,15.0,290,2015-03-02,False,False,False,False,False,False,854,2014-12-22,Landing Page,39,4
10490,1969,PhD,Married,51039.0,1,1,2012-12-10,11,Australia,N0283,No Complain,0,1247,6,2,4,7,802,100.0,64.0,79.0,65.0,0.0,109.0,2144,2015-01-12,False,False,False,False,False,False,1642,2014-12-29,Facebook,211,2
3403,1958,PhD,Together,78952.0,0,1,2012-09-24,11,Spain,N0284,No Complain,0,949,2,5,12,6,1182,1170.0,19.0,594.0,99.0,76.0,134.0,1949,2015-01-16,False,False,False,False,False,False,1362,2014-12-28,Website,1128,2
2715,1966,Master,Divorced,29435.0,1,1,2012-08-06,11,Canada,N0285,No Complain,0,767,3,2,2,9,208,70.0,3.0,37.0,4.0,2.0,64.0,1745,2015-01-15,False,False,False,False,False,True,304,2014-12-19,Website,858,4
4828,1954,Graduation,Divorced,79865.0,0,1,2014-06-18,12,South Africa,N0286,No Complain,0,1093,5,10,5,1,59,71.0,99.0,278.0,185.0,121.0,38.0,703,2015-01-08,False,False,False,False,False,False,1938,2014-12-27,Landing Page,86,1
92,1988,Graduation,Alone,34176.0,1,0,2014-05-12,12,Canada,N0287,No Complain,0,70,3,0,4,6,2104,5.0,7.0,24.0,19.0,14.0,20.0,917,2015-02-23,False,False,False,False,False,False,725,2014-12-20,Facebook,972,4
3312,1988,Graduation,Single,34176.0,1,0,2014-05-12,12,India,N0288,No Complain,0,135,3,0,4,6,334,5.0,7.0,24.0,19.0,14.0,20.0,1014,2015-01-25,False,False,False,False,False,False,990,2014-12-29,Facebook,1860,4
11176,1970,PhD,Together,65968.0,0,1,2014-05-12,12,Canada,N0289,No Complain,0,2145,5,4,7,3,2131,376.0,9.0,83.0,19.0,4.0,4.0,1882,2015-03-17,False,False,False,False,False,False,614,2014-12-21,Facebook,676,2
1446,1956,Master,Single,86424.0,0,0,2014-04-05,12,South Africa,N0290,No Complain,0,1706,6,9,12,1,476,387.0,68.0,569.0,89.0,45.0,68.0,472,2015-02-09,False,False,False,False,False,False,1372,2014-12-24,Landing Page,303,1
9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21,12,Spain,N0291,No Complain,0,1635,6,2,12,5,319,357.0,35.0,271.0,28.0,28.0,14.0,1486,2015-01-01,False,False,False,False,False,False,1964,2014-12-24,Website,1745,3
9790,1957,Graduation,Single,78499.0,0,0,2013-11-23,12,Canada,N0292,No Complain,0,933,11,3,4,4,1992,912.0,72.0,170.0,47.0,36.0,97.0,2073,2015-02-25,False,False,False,False,True,True,254,2014-12-30,Facebook,254,1
2324,1972,Graduation,Together,77044.0,0,1,2013-10-27,12,Spain,N0293,No Complain,0,1573,7,11,11,4,179,625.0,38.0,242.0,50.0,34.0,76.0,154,2015-02-07,False,False,True,False,False,False,953,2014-12-23,Facebook,814,2
5080,1993,Graduation,Single,70515.0,0,0,2013-10-21,12,Montenegro,N0294,No Complain,0,19,6,6,4,2,1562,420.0,0.0,452.0,182.0,64.0,140.0,945,2015-02-27,False,False,False,False,False,True,215,2014-12-15,Email,1589,1
4992,1975,Master,Together,17459.0,1,0,2013-09-19,12,Spain,N0295,No Complain,0,515,3,1,2,7,1973,6.0,4.0,16.0,3.0,10.0,30.0,119,2015-03-17,False,False,False,False,False,True,1794,2014-12-22,Facebook,304,3
7849,1970,PhD,Married,80336.0,0,0,2013-09-09,12,Spain,N0296,No Complain,0,2063,2,9,13,1,1211,209.0,19.0,456.0,160.0,142.0,66.0,460,2015-02-22,False,False,False,False,False,False,578,2014-12-27,Email,749,1
4808,1956,Graduation,Married,15759.0,0,0,2013-09-05,12,Spain,N0297,No Complain,0,370,1,0,2,7,1513,1.0,2.0,5.0,6.0,0.0,3.0,823,2015-03-31,False,False,False,False,False,False,165,2014-12-25,Website,1735,1
10401,1976,2n Cycle,Together,26326.0,0,0,2013-09-04,12,Germany,A0298,Employee Attitude,1,548,0,0,3,3,1056,1.0,0.0,5.0,0.0,3.0,9.0,2065,2015-02-26,False,False,False,False,False,False,2079,2014-12-22,Facebook,993,1
7793,1976,Graduation,Together,62061.0,0,1,2013-08-31,12,Spain,N0299,No Complain,0,1556,10,4,7,6,240,641.0,7.0,84.0,0.0,30.0,38.0,2209,2015-03-08,False,False,False,True,False,False,1677,2014-12-17,Website,1753,3
9303,1976,Graduation,Married,5305.0,0,1,2013-07-30,12,India,N0300,No Complain,0,2151,1,0,0,13,2094,12.0,4.0,7.0,1.0,3.0,5.0,1578,2015-01-27,False,False,False,False,False,False,1994,2014-12-20,Landing Page,558,0
6853,1982,Master,Single,75777.0,0,0,2013-07-04,12,Australia,N0301,No Complain,0,2160,3,6,11,1,270,712.0,26.0,538.0,69.0,13.0,80.0,813,2015-03-22,False,False,False,True,True,True,1498,2014-12-17,Facebook,1448,1
7366,1982,Master,Single,75777.0,0,0,2013-07-04,12,India,N0302,No Complain,0,1270,3,6,11,1,516,712.0,26.0,538.0,69.0,13.0,80.0,2228,2015-01-10,False,False,False,True,True,True,26,2014-12-19,Website,574,1
9780,1971,Master,Together,71499.0,0,1,2013-06-25,12,Spain,N0303,No Complain,0,1823,8,3,13,4,1982,465.0,25.0,132.0,136.0,0.0,37.0,1119,2015-03-08,False,False,False,False,False,False,1370,2014-12-27,Email,1875,2
7573,1978,PhD,Single,31626.0,1,0,2013-05-10,12,Germany,N0304,No Complain,0,1069,2,1,2,7,797,39.0,1.0,9.0,2.0,1.0,34.0,440,2015-03-25,False,False,True,False,False,True,921,2014-12-21,Facebook,1006,1
1379,1992,Master,Together,42670.0,0,0,2013-04-27,12,South Africa,N0305,No Complain,0,2051,4,2,4,4,1616,154.0,2.0,46.0,20.0,4.0,15.0,51,2015-03-11,False,False,False,False,False,False,983,2014-12-30,Landing Page,950,1
8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,Spain,N0306,No Complain,0,1453,6,7,7,3,1890,514.0,22.0,732.0,42.0,198.0,79.0,291,2015-03-01,False,False,False,False,False,True,1827,2014-12-27,Email,727,1
3547,1969,Master,Together,41021.0,1,0,2012-12-30,12,South Africa,N0307,No Complain,0,2017,2,0,3,6,833,14.0,7.0,9.0,6.0,16.0,12.0,967,2015-03-26,False,False,False,False,False,True,1629,2014-12-18,Facebook,563,2
8707,1956,Graduation,Married,79456.0,0,0,2012-08-22,12,Spain,N0308,No Complain,0,1607,5,6,4,3,203,565.0,42.0,548.0,64.0,83.0,99.0,434,2015-03-18,False,False,False,False,False,True,1673,2014-12-28,Facebook,1900,1
1891,1980,Master,Divorced,78789.0,0,0,2012-08-08,12,Spain,N0309,No Complain,0,1346,4,6,5,2,1238,667.0,50.0,850.0,21.0,83.0,83.0,1970,2015-02-06,False,False,False,False,False,True,1621,2014-12-16,Landing Page,1495,1
6271,1952,PhD,Married,50870.0,0,1,2014-06-19,13,Spain,N0310,No Complain,0,1874,2,0,3,5,62,53.0,0.0,8.0,0.0,0.0,2.0,1316,2015-01-13,False,False,False,False,False,False,1401,2014-12-30,Website,1572,1
9635,1983,Master,Married,35876.0,0,0,2014-04-20,13,Spain,N0311,No Complain,0,2012,3,1,3,6,1511,66.0,2.0,40.0,4.0,3.0,14.0,1236,2015-03-21,False,False,False,False,False,False,172,2014-12-22,Website,595,1
9727,1957,Graduation,Married,23539.0,0,0,2014-02-28,13,Canada,N0312,No Complain,0,54,2,0,4,6,85,4.0,24.0,11.0,16.0,1.0,25.0,170,2015-02-19,False,False,False,False,False,False,2010,2014-12-22,Facebook,513,1
6205,1967,Master,Single,32557.0,1,0,2014-02-24,13,Canada,N0313,No Complain,0,1701,2,1,3,5,1532,34.0,3.0,29.0,0.0,4.0,10.0,868,2015-02-16,False,False,False,False,False,True,1341,2014-12-28,Email,1335,3
10681,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,Spain,N0314,No Complain,0,1641,6,3,12,4,217,129.0,129.0,259.0,168.0,121.0,83.0,1585,2015-01-30,False,False,False,False,False,False,1173,2014-12-21,Landing Page,585,5
5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,Spain,N0315,No Complain,0,654,6,3,12,4,1393,129.0,129.0,259.0,168.0,121.0,83.0,384,2015-02-07,False,False,False,False,False,False,1344,2014-12-24,Landing Page,1106,5
3050,1966,Graduation,Married,54198.0,1,1,2013-12-17,13,Spain,N0316,No Complain,0,824,3,1,6,4,1259,185.0,0.0,28.0,3.0,2.0,17.0,2027,2015-02-03,False,False,False,False,False,False,585,2014-12-29,Website,2082,6
8164,1978,PhD,Married,82170.0,0,0,2013-11-25,13,South Africa,N0317,No Complain,0,1549,5,6,7,2,1606,1023.0,93.0,651.0,49.0,55.0,37.0,2173,2015-01-29,False,False,False,False,False,False,1437,2014-12-30,Email,484,1
5626,1964,PhD,Single,61798.0,0,0,2013-11-23,13,Spain,N0318,No Complain,0,655,4,2,9,4,1359,338.0,4.0,89.0,11.0,8.0,13.0,2092,2015-02-22,False,False,False,False,False,False,199,2014-12-31,Website,643,1
7600,1992,Basic,Single,15253.0,1,0,2013-10-28,13,Canada,N0319,No Complain,0,1251,1,0,3,7,1839,1.0,3.0,3.0,8.0,1.0,13.0,1665,2015-03-23,False,False,False,False,False,False,2099,2014-12-17,Website,2089,2
6406,1988,Master,Married,78285.0,0,0,2013-10-28,13,Germany,N0320,No Complain,0,662,6,4,10,3,1683,647.0,107.0,391.0,175.0,67.0,40.0,1247,2015-03-07,False,False,False,False,False,False,203,2014-12-20,Website,1365,1
7002,1955,Graduation,Single,62535.0,0,1,2013-10-03,13,Spain,N0321,No Complain,0,865,3,2,8,3,1940,163.0,48.0,90.0,0.0,45.0,52.0,1891,2015-01-14,False,False,False,False,False,False,601,2014-12-26,Website,145,1
8234,1973,Basic,Together,27190.0,1,0,2013-08-15,13,Spain,N0322,No Complain,0,772,1,0,2,8,1455,1.0,6.0,7.0,0.0,1.0,3.0,747,2015-02-17,False,False,True,False,False,True,756,2014-12-21,Website,2182,1
6116,1968,2n Cycle,Married,48985.0,0,1,2013-07-05,13,Spain,N0323,No Complain,0,1009,1,1,3,3,1253,19.0,13.0,18.0,10.0,7.0,8.0,878,2015-03-11,False,False,False,False,False,False,1111,2014-12-21,Website,1051,1
291,1970,Graduation,Married,72940.0,0,0,2013-06-19,13,South Africa,N0324,No Complain,0,1232,3,3,6,1,1294,182.0,74.0,298.0,162.0,149.0,116.0,2204,2015-02-11,False,False,False,False,False,False,1577,2014-12-19,Landing Page,1924,1
8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,United States,N0325,No Complain,0,2159,4,1,3,9,189,56.0,4.0,76.0,17.0,1.0,18.0,287,2015-02-09,False,False,True,False,False,True,926,2014-12-22,Landing Page,1149,4
4931,1977,Graduation,Together,157146.0,0,0,2013-04-29,13,South Africa,N0326,No Complain,0,1828,0,28,0,1,2033,1.0,0.0,1725.0,2.0,1.0,1.0,1869,2015-02-26,False,False,False,False,False,False,575,2014-12-17,Website,1108,0
1650,1960,Master,Married,81843.0,0,0,2013-04-22,13,Spain,N0327,No Complain,0,48,5,9,12,3,1898,779.0,86.0,537.0,34.0,69.0,138.0,1345,2015-03-12,False,False,False,False,False,False,654,2014-12-16,Website,1798,1
9701,1988,Graduation,Together,41883.0,1,0,2013-03-19,13,Canada,N0328,No Complain,0,2101,4,2,3,7,812,32.0,34.0,41.0,73.0,16.0,116.0,2164,2015-03-08,False,False,False,False,False,False,1627,2014-12-22,Email,775,3
6431,1964,PhD,Married,45759.0,1,1,2013-02-23,13,India,N0329,No Complain,0,491,2,0,3,7,1910,42.0,1.0,18.0,3.0,0.0,4.0,1216,2015-01-22,False,False,False,False,False,False,1404,2014-12-19,Landing Page,1379,2
10789,1964,PhD,Married,45759.0,1,1,2013-02-23,13,Spain,N0330,No Complain,0,618,2,0,3,7,757,42.0,1.0,18.0,3.0,0.0,4.0,1821,2015-01-29,False,False,False,False,False,False,64,2014-12-15,Landing Page,885,2
5302,1986,Graduation,Together,78394.0,0,0,2013-02-15,13,Spain,N0331,No Complain,0,257,4,6,5,2,755,298.0,27.0,697.0,216.0,24.0,166.0,807,2015-01-12,False,False,False,False,False,True,1182,2014-12-31,Email,1828,1
4459,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,Spain,N0332,No Complain,0,1964,1,0,3,8,668,10.0,4.0,14.0,4.0,4.0,1.0,1492,2015-01-01,False,False,False,False,False,False,884,2014-12-17,Landing Page,214,1
10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,Spain,N0333,No Complain,0,411,1,0,3,8,1378,10.0,4.0,14.0,4.0,4.0,1.0,788,2015-01-15,False,False,False,False,False,False,230,2014-12-16,Website,2003,1
9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31,13,Spain,N0334,No Complain,0,245,1,0,2,8,739,4.0,1.0,5.0,2.0,0.0,3.0,1801,2015-01-03,False,False,False,False,False,False,797,2014-12-17,Landing Page,41,1
3678,1973,Graduation,Widow,60208.0,1,1,2012-10-07,13,Spain,N0335,No Complain,0,1492,8,3,7,7,1423,488.0,23.0,71.0,15.0,0.0,59.0,1867,2015-02-13,False,False,False,True,False,True,838,2014-12-26,Facebook,1775,11
3698,1983,Graduation,Together,78687.0,0,0,2012-08-09,13,Spain,N0336,No Complain,0,1384,4,6,8,2,1981,817.0,185.0,687.0,145.0,55.0,241.0,118,2015-01-19,False,False,False,False,True,True,1473,2014-12-29,Email,835,1
5929,1973,PhD,Married,37401.0,1,0,2014-05-06,14,Spain,N0337,No Complain,0,669,2,0,3,7,480,19.0,3.0,19.0,3.0,1.0,3.0,1287,2015-02-03,False,False,False,False,False,False,1927,2014-12-15,Landing Page,1985,2
10795,1973,PhD,Married,37401.0,1,0,2014-05-06,14,India,N0338,No Complain,0,1135,2,0,3,7,211,19.0,3.0,19.0,3.0,1.0,3.0,914,2015-01-08,False,False,False,False,False,False,660,2014-12-21,Website,1360,2
4390,1954,Graduation,Together,75315.0,0,1,2014-04-15,14,South Africa,N0339,No Complain,0,1089,5,4,12,2,2088,459.0,15.0,171.0,142.0,23.0,31.0,1283,2015-02-10,False,False,False,False,False,False,1441,2014-12-22,Website,1322,2
9362,1965,Graduation,Single,69263.0,0,1,2014-03-05,14,Canada,N0340,No Complain,0,839,9,1,7,6,1208,492.0,5.0,32.0,13.0,5.0,21.0,146,2015-03-04,False,False,False,True,False,False,985,2014-12-21,Email,990,1
1577,1946,Graduation,Married,78569.0,0,0,2014-02-19,14,Spain,N0341,No Complain,0,1842,4,6,4,1,102,558.0,79.0,622.0,207.0,175.0,95.0,465,2015-03-19,False,False,False,False,True,True,971,2014-12-24,Email,839,1
4609,1966,PhD,Married,57705.0,0,1,2014-01-11,14,Spain,N0342,No Complain,0,90,8,1,6,6,9,383.0,0.0,53.0,6.0,4.0,40.0,1845,2015-02-18,False,False,False,False,False,False,1508,2014-12-27,Landing Page,1945,3
7143,1955,2n Cycle,Together,74805.0,0,1,2013-11-06,14,Spain,N0343,No Complain,0,285,4,7,10,2,246,209.0,162.0,209.0,41.0,162.0,37.0,411,2015-03-15,False,False,False,False,False,False,364,2014-12-20,Facebook,1815,5
1729,1961,PhD,Together,66426.0,0,1,2013-10-02,14,Spain,N0344,No Complain,0,889,3,5,10,6,53,1043.0,24.0,97.0,32.0,24.0,157.0,1488,2015-03-07,False,False,False,False,False,False,83,2014-12-16,Facebook,1857,2
10664,1949,Master,Widow,51529.0,0,1,2013-09-07,14,Spain,N0345,No Complain,0,1219,9,1,5,8,1714,400.0,4.0,35.0,6.0,0.0,22.0,1223,2015-02-19,False,False,False,False,False,False,1708,2014-12-28,Website,1997,2
5029,1946,Graduation,Married,18100.0,0,0,2013-08-06,14,Spain,N0346,No Complain,0,235,0,0,3,5,1079,3.0,1.0,2.0,4.0,3.0,1.0,1630,2015-03-20,False,False,False,False,False,False,1246,2014-12-18,Landing Page,953,1
