User_ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Date_Enroll,Recency,Country,Complain_Category,Complain_Times,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,MntWines,MntFruits,MntMeats,MntFishs,MntSweets,MntGolds,Date_Response,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Date_Click,Channel_Type,NumDealsPurchases
7627,1975,Master,Married,92163.0,0,0,2012-12-12,25,Spain,No Complain,0,5,11,5,2,817.0,183.0,797.0,106.0,163.0,20.0,2015-03-29,True,False,False,False,True,True,2014-12-19,Website,0
1351,1956,Master,Together,58656.0,0,1,2012-09-20,25,Spain,No Complain,0,7,8,13,6,962.0,12.0,194.0,16.0,24.0,12.0,2015-03-24,False,False,False,False,True,False,2014-12-25,Website,4
10629,1973,2n Cycle,Married,,1,0,2012-09-14,25,Germany,No Complain,0,3,0,3,8,25.0,3.0,43.0,17.0,4.0,17.0,2015-03-23,False,False,False,False,False,False,2014-12-24,Landing Page,3
10395,1986,Basic,Single,8940.0,1,0,2012-08-22,25,Spain,No Complain,0,3,1,3,8,1.0,45.0,3.0,4.0,6.0,42.0,2015-01-03,False,False,False,False,False,False,2014-12-27,Facebook,3
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,Spain,No Complain,0,1,0,2,8,1.0,1.0,5.0,0.0,3.0,1.0,2015-02-11,False,False,False,False,False,False,2014-12-17,Landing Page,1
10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,United States,No Complain,0,8,2,8,4,212.0,123.0,177.0,15.0,64.0,23.0,2015-02-03,False,False,False,False,False,False,2014-12-20,Website,2
6182,1984,Graduation,Together,26646.0,1,0,2014-02-10,26,United States,No Complain,0,2,0,4,6,11.0,4.0,20.0,10.0,3.0,5.0,2015-03-28,False,False,False,False,False,False,2014-12-25,Website,2
10432,1974,Graduation,Divorced,19346.0,1,0,2014-01-30,26,Canada,No Complain,0,1,0,3,8,2.0,0.0,9.0,3.0,6.0,2.0,2015-01-06,False,False,False,False,False,False,2014-12-31,Landing Page,1
1542,1975,Graduation,Single,56243.0,1,2,2013-12-30,26,United States,No Complain,0,4,2,8,5,347.0,0.0,35.0,4.0,3.0,7.0,2015-02-26,False,False,False,False,False,False,2014-12-19,Email,6
4220,1970,PhD,Married,59892.0,0,1,2013-11-02,26,Canada,No Complain,0,2,1,3,3,73.0,0.0,13.0,0.0,1.0,0.0,2015-02-16,False,False,False,False,False,False,2014-12-30,Landing Page,1
4141,1965,Graduation,Together,71613.0,0,0,2013-08-21,26,United States,No Complain,0,8,2,10,4,426.0,49.0,127.0,111.0,21.0,42.0,2015-02-25,False,False,False,False,False,False,2014-12-23,Email,1
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,Australia,No Complain,0,1,0,2,8,1.0,3.0,4.0,2.0,2.0,6.0,2015-01-29,False,False,False,False,False,False,2014-12-29,Landing Page,1
1506,1975,Graduation,Single,42160.0,1,1,2013-06-28,26,Spain,No Complain,0,2,1,4,6,48.0,9.0,45.0,3.0,15.0,20.0,2015-01-20,False,False,False,False,False,True,2014-12-28,Website,4
6347,1979,Basic,Single,15862.0,1,0,2013-06-27,26,Spain,No Complain,0,1,0,3,8,1.0,1.0,4.0,11.0,9.0,10.0,2015-03-19,False,False,False,False,False,False,2014-12-17,Facebook,1
1361,1974,Master,Married,82584.0,0,0,2013-06-04,26,Spain,No Complain,0,3,4,8,1,1076.0,68.0,103.0,29.0,91.0,68.0,2015-01-15,False,False,False,True,True,True,2014-12-28,Facebook,1
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,Australia,No Complain,0,2,1,4,3,36.0,2.0,42.0,20.0,21.0,10.0,2015-02-10,False,False,False,False,False,False,2014-12-25,Landing Page,2
1081,1957,PhD,Married,75283.0,1,2,2013-03-27,26,South Africa,No Complain,0,6,3,5,4,733.0,9.0,180.0,12.0,19.0,66.0,2015-02-28,False,False,False,False,False,False,2014-12-26,Email,11
7458,1956,Master,Together,34941.0,1,1,2013-03-06,26,Australia,No Complain,0,3,0,3,8,39.0,2.0,25.0,4.0,3.0,24.0,2015-01-25,False,False,False,False,False,False,2014-12-20,Facebook,2
1012,1952,Graduation,Single,61823.0,0,1,2013-02-18,26,Australia,No Complain,0,8,2,10,7,523.0,7.0,134.0,37.0,14.0,169.0,2015-01-08,False,False,False,False,False,False,2014-12-24,Website,4
5453,1956,Master,Married,90226.0,0,0,2012-09-26,26,South Africa,No Complain,0,4,7,12,2,1083.0,108.0,649.0,253.0,151.0,108.0,2015-01-05,True,False,False,False,False,False,2014-12-20,Website,1
6818,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,Spain,No Complain,0,5,1,5,6,98.0,0.0,106.0,49.0,10.0,106.0,2015-01-18,False,False,False,False,False,False,2014-12-31,Email,5
7807,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,Spain,No Complain,0,5,1,5,6,98.0,0.0,106.0,49.0,10.0,106.0,2015-02-01,False,False,False,False,False,False,2014-12-21,Facebook,5
7532,1980,Graduation,Married,43586.0,0,1,2012-08-30,26,Germany,No Complain,0,3,0,4,8,99.0,2.0,11.0,4.0,0.0,16.0,2015-01-26,False,False,False,False,False,False,2014-12-21,Facebook,3
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,Spain,No Complain,0,6,2,2,9,138.0,15.0,35.0,25.0,11.0,72.0,2015-02-25,False,False,True,False,False,True,2014-12-23,Email,2
5564,1969,Graduation,Together,62882.0,0,1,2012-08-09,26,Australia,No Complain,0,7,5,6,4,509.0,133.0,497.0,78.0,24.0,97.0,2015-03-21,False,False,False,False,False,False,2014-12-20,Email,2
3267,1963,Master,Together,57288.0,0,1,2014-06-25,27,Canada,No Complain,0,8,1,8,6,527.0,0.0,21.0,0.0,0.0,60.0,2015-01-07,False,False,False,True,False,False,2014-12-27,Facebook,3
3091,1981,2n Cycle,Together,75774.0,1,0,2014-05-02,27,South Africa,No Complain,0,7,5,8,4,340.0,21.0,134.0,258.0,14.0,56.0,2015-03-25,False,False,False,False,False,False,2014-12-31,Email,1
762,1981,2n Cycle,Together,75774.0,1,0,2014-05-02,27,Spain,No Complain,0,7,5,8,4,340.0,21.0,134.0,258.0,14.0,56.0,2015-01-05,False,False,False,False,False,False,2014-12-17,Email,1
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,United States,No Complain,0,3,4,7,1,1184.0,32.0,352.0,21.0,16.0,16.0,2015-01-10,True,False,False,True,True,True,2014-12-18,Facebook,1
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,Spain,No Complain,0,2,1,3,7,10.0,24.0,15.0,13.0,1.0,30.0,2015-02-18,False,False,True,False,False,True,2014-12-30,Facebook,1
10981,1988,Graduation,Married,84219.0,0,0,2014-02-02,27,South Africa,No Complain,0,3,4,10,1,434.0,137.0,400.0,45.0,137.0,45.0,2015-03-15,False,False,False,False,False,False,2014-12-29,Website,1
486,1988,Graduation,Married,84219.0,0,0,2014-02-02,27,Canada,No Complain,0,3,4,10,1,434.0,137.0,400.0,45.0,137.0,45.0,2015-02-21,False,False,False,False,False,False,2014-12-26,Website,1
1158,1966,Graduation,Divorced,48877.0,0,1,2014-01-05,27,Spain,No Complain,0,3,0,4,7,102.0,1.0,15.0,2.0,0.0,24.0,2015-02-02,False,False,False,False,False,False,2014-12-25,Facebook,1
9119,1950,Graduation,Together,60905.0,0,1,2013-12-05,27,United States,No Complain,0,3,3,7,2,208.0,17.0,76.0,36.0,17.0,38.0,2015-02-17,False,False,False,False,False,False,2014-12-29,Website,2
6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,Spain,No Complain,0,8,3,13,4,438.0,66.0,400.0,12.0,38.0,114.0,2015-03-31,False,False,False,False,False,False,2014-12-16,Website,1
10573,1953,Graduation,Divorced,62551.0,0,0,2013-11-18,27,India,No Complain,0,6,7,4,3,125.0,16.0,98.0,134.0,21.0,27.0,2015-03-25,False,False,True,False,False,False,2014-12-27,Website,1
10140,1983,PhD,Together,70123.0,0,0,2013-09-28,27,India,No Complain,0,5,7,4,3,1308.0,0.0,396.0,23.0,0.0,0.0,2015-03-14,False,True,False,True,False,False,2014-12-26,Facebook,1
2286,1962,Graduation,Single,50785.0,1,1,2013-09-10,27,Canada,No Complain,0,2,1,3,6,64.0,1.0,21.0,0.0,1.0,27.0,2015-03-18,False,False,False,False,False,False,2014-12-22,Website,2
8420,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,Spain,No Complain,0,2,0,4,5,7.0,4.0,13.0,15.0,8.0,17.0,2015-02-10,False,False,False,False,False,False,2014-12-16,Website,2
10065,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,Spain,No Complain,0,2,0,4,5,7.0,4.0,13.0,15.0,8.0,17.0,2015-02-03,False,False,False,False,False,False,2014-12-19,Landing Page,2
1029,1970,PhD,Together,64413.0,0,1,2013-08-01,27,Spain,No Complain,0,5,1,5,5,200.0,5.0,44.0,0.0,10.0,20.0,2015-02-26,False,False,False,False,False,False,2014-12-22,Facebook,1
4207,1981,PhD,Married,87171.0,0,0,2013-05-01,27,Spain,No Complain,0,6,7,11,2,1001.0,44.0,107.0,58.0,44.0,44.0,2015-03-28,False,False,True,False,True,False,2014-12-24,Website,1
10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,Spain,No Complain,0,1,0,3,7,36.0,0.0,2.0,0.0,0.0,4.0,2015-03-19,False,False,False,False,False,False,2014-12-18,Landing Page,1
4436,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,Spain,No Complain,0,2,1,4,7,18.0,42.0,24.0,15.0,20.0,18.0,2015-01-23,False,False,False,False,False,False,2014-12-27,Website,1
2929,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,Spain,No Complain,0,2,1,4,7,18.0,42.0,24.0,15.0,20.0,18.0,2015-01-07,False,False,False,False,False,False,2014-12-23,Facebook,1
6281,1966,Graduation,Divorced,55686.0,0,1,2013-02-14,27,Spain,No Complain,0,6,3,5,4,673.0,0.0,199.0,37.0,47.0,26.0,2015-01-15,False,False,True,False,False,False,2014-12-19,Email,2
10390,1959,2n Cycle,Married,26887.0,0,1,2013-02-10,27,Spain,No Complain,0,1,0,3,6,6.0,7.0,4.0,3.0,4.0,6.0,2015-02-28,False,False,False,False,False,False,2014-12-18,Facebook,1
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,Spain,No Complain,0,6,4,8,5,1050.0,12.0,144.0,0.0,0.0,24.0,2015-01-22,True,True,False,True,False,True,2014-12-24,Website,3
709,1952,Graduation,Divorced,51537.0,0,1,2012-12-09,27,South Africa,No Complain,0,2,2,11,8,787.0,20.0,204.0,0.0,0.0,92.0,2015-03-23,False,False,False,False,False,False,2014-12-26,Landing Page,3
5955,1962,Graduation,Together,72025.0,0,0,2012-11-17,27,Spain,No Complain,0,4,3,8,3,833.0,33.0,549.0,151.0,133.0,233.0,2015-03-14,False,False,False,False,False,False,2014-12-20,Landing Page,1
8486,1971,Master,Together,30538.0,1,0,2012-10-01,27,Spain,No Complain,0,9,0,4,10,284.0,0.0,52.0,8.0,3.0,20.0,2015-01-05,False,False,False,False,False,False,2014-12-25,Email,4
10343,1991,2n Cycle,Single,61618.0,0,0,2012-09-29,27,India,No Complain,0,3,6,8,3,605.0,91.0,399.0,0.0,45.0,205.0,2015-01-16,False,False,False,False,False,False,2014-12-22,Landing Page,2
6652,1965,Graduation,Married,77343.0,0,0,2014-06-09,28,Canada,No Complain,0,3,4,9,1,227.0,151.0,573.0,98.0,54.0,31.0,2015-01-20,False,False,False,False,False,False,2014-12-29,Email,1
8746,1989,Graduation,Married,75433.0,1,0,2014-04-05,28,Spain,No Complain,0,2,5,10,6,800.0,0.0,297.0,0.0,34.0,57.0,2015-02-27,True,False,False,True,False,False,2014-12-30,Landing Page,2
4686,1962,PhD,Widow,82571.0,0,0,2014-04-02,28,Spain,No Complain,0,6,5,13,2,861.0,31.0,558.0,62.0,95.0,79.0,2015-02-01,False,False,False,False,True,False,2014-12-29,Website,0
3551,1954,Master,Together,60033.0,0,1,2014-03-29,28,Spain,No Complain,0,2,1,5,2,62.0,1.0,57.0,19.0,11.0,48.0,2015-02-01,False,False,False,False,False,False,2014-12-21,Website,2
4338,1983,Graduation,Single,39062.0,1,0,2014-03-25,28,Spain,No Complain,0,1,0,3,4,23.0,0.0,9.0,0.0,0.0,12.0,2015-02-01,False,False,True,False,False,False,2014-12-29,Landing Page,1
4444,1972,Graduation,Married,30023.0,1,0,2014-03-24,28,Spain,No Complain,0,2,0,3,8,11.0,0.0,16.0,7.0,6.0,21.0,2015-03-22,False,False,False,False,False,False,2014-12-16,Email,1
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,Spain,No Complain,0,1,0,4,5,25.0,0.0,22.0,2.0,3.0,5.0,2015-02-19,False,False,False,False,False,False,2014-12-27,Email,2
8230,1980,Graduation,Married,33228.0,1,0,2014-01-23,28,Spain,No Complain,0,2,0,3,7,22.0,2.0,31.0,7.0,4.0,5.0,2015-02-24,False,False,False,False,False,False,2014-12-21,Email,1
2826,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,Spain,No Complain,0,2,0,3,7,25.0,0.0,8.0,2.0,0.0,2.0,2015-03-28,False,False,False,False,False,False,2014-12-26,Email,2
6222,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,Spain,No Complain,0,2,0,3,7,25.0,0.0,8.0,2.0,0.0,2.0,2015-03-02,False,False,False,False,False,False,2014-12-21,Website,2
7352,1957,Graduation,Married,55267.0,0,1,2013-10-21,28,Canada,No Complain,0,3,4,6,3,161.0,28.0,136.0,32.0,3.0,45.0,2015-01-21,False,False,False,False,False,False,2014-12-26,Website,4
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,Spain,No Complain,0,7,1,7,5,315.0,4.0,62.0,41.0,31.0,146.0,2015-02-03,False,False,False,False,False,False,2014-12-30,Facebook,2
10736,1971,Graduation,Single,72258.0,0,1,2013-09-12,28,Canada,No Complain,0,6,9,5,2,522.0,0.0,522.0,227.0,120.0,134.0,2015-03-26,False,False,False,False,False,False,2014-12-21,Email,2
10163,1984,PhD,Single,82733.0,0,0,2013-09-10,28,Spain,No Complain,0,8,4,7,4,712.0,50.0,420.0,65.0,38.0,38.0,2015-01-14,False,False,False,False,False,True,2014-12-22,Email,1
6168,1963,Graduation,Divorced,45146.0,1,1,2013-07-15,28,India,No Complain,0,1,1,2,4,33.0,0.0,5.0,0.0,0.0,15.0,2015-01-13,False,False,False,False,False,False,2014-12-31,Email,2
4656,1990,2n Cycle,Single,51250.0,1,0,2013-03-30,28,South Africa,No Complain,0,10,5,4,9,342.0,32.0,230.0,34.0,32.0,40.0,2015-01-14,False,False,True,False,False,False,2014-12-16,Website,5
626,1951,Graduation,Married,32871.0,1,1,2013-03-09,28,United States,No Complain,0,1,0,3,4,22.0,2.0,12.0,0.0,2.0,5.0,2015-02-17,False,False,False,False,False,False,2014-12-27,Website,1
3870,1978,2n Cycle,Together,63855.0,0,0,2013-02-09,28,Germany,No Complain,0,7,3,13,4,359.0,35.0,314.0,93.0,116.0,89.0,2015-03-02,False,False,False,False,False,False,2014-12-20,Email,1
6299,1968,PhD,Divorced,42564.0,0,1,2013-01-02,28,Canada,No Complain,0,6,8,4,7,324.0,48.0,186.0,39.0,18.0,198.0,2015-02-18,False,False,True,False,False,True,2014-12-18,Facebook,6
7798,1972,2n Cycle,Together,46344.0,0,1,2012-12-14,28,Canada,No Complain,0,7,1,5,7,233.0,20.0,57.0,8.0,20.0,91.0,2015-01-14,False,False,False,False,False,False,2014-12-21,Facebook,4
9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,Spain,No Complain,0,7,1,8,7,370.0,9.0,92.0,6.0,9.0,4.0,2015-03-31,False,False,False,False,False,False,2014-12-19,Email,3
4299,1960,Graduation,Together,70971.0,0,1,2012-09-21,28,Spain,No Complain,0,11,11,5,7,1001.0,17.0,572.0,93.0,125.0,17.0,2015-01-10,False,False,False,False,False,True,2014-12-23,Website,7
10971,1977,Graduation,Single,37774.0,2,0,2012-09-03,28,Spain,Shipping Issue,1,7,2,3,9,173.0,8.0,107.0,7.0,2.0,176.0,2015-01-16,False,False,True,False,False,True,2014-12-19,Website,4
9931,1963,PhD,Married,4023.0,1,1,2014-06-23,29,Spain,No Complain,0,0,0,0,19,5.0,0.0,1.0,1.0,1.0,1.0,2015-02-23,False,False,False,False,False,False,2014-12-22,Email,15
6679,1966,Graduation,Single,33279.0,0,0,2014-06-12,29,Spain,No Complain,0,0,0,3,3,10.0,3.0,3.0,0.0,0.0,0.0,2015-02-08,False,False,False,False,False,False,2014-12-26,Facebook,1
5961,1978,Graduation,Married,42693.0,1,0,2014-06-07,29,Spain,No Complain,0,1,0,3,5,8.0,4.0,20.0,6.0,3.0,16.0,2015-02-27,False,False,False,False,False,False,2014-12-27,Email,1
6255,1952,Master,Together,70545.0,0,1,2014-06-03,29,Australia,No Complain,0,4,1,7,2,138.0,39.0,63.0,55.0,18.0,21.0,2015-03-29,False,False,False,False,False,False,2014-12-15,Website,1
8614,1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,Australia,No Complain,0,4,2,10,2,245.0,19.0,125.0,37.0,67.0,14.0,2015-03-25,False,False,False,False,False,False,2014-12-23,Email,1
7828,1981,Master,Together,77882.0,0,0,2014-04-30,29,South Africa,No Complain,0,3,3,5,1,68.0,129.0,396.0,188.0,22.0,15.0,2015-02-16,False,False,False,False,False,False,2014-12-24,Landing Page,1
1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,United States,No Complain,0,10,7,10,4,434.0,22.0,388.0,104.0,22.0,34.0,2015-03-02,True,False,False,False,False,False,2014-12-20,Facebook,1
3595,1963,Graduation,Together,77226.0,0,1,2014-02-28,29,Spain,No Complain,0,6,8,12,3,631.0,43.0,239.0,128.0,76.0,21.0,2015-02-17,False,False,False,False,False,False,2014-12-25,Facebook,2
5735,1991,Master,Single,90638.0,0,0,2014-02-13,29,Spain,No Complain,0,3,4,10,1,1156.0,120.0,915.0,94.0,144.0,96.0,2015-01-24,False,False,False,False,True,False,2014-12-17,Email,1
5350,1991,Master,Single,90638.0,0,0,2014-02-13,29,South Africa,No Complain,0,3,4,10,1,1156.0,120.0,915.0,94.0,144.0,96.0,2015-03-10,False,False,False,False,True,True,2014-12-20,Facebook,1
4137,1948,Graduation,Together,70666.0,0,0,2013-12-06,29,Australia,No Complain,0,7,4,4,4,398.0,40.0,367.0,119.0,122.0,30.0,2015-03-19,False,False,False,False,False,False,2014-12-22,Facebook,1
6357,1959,2n Cycle,Divorced,59052.0,0,1,2013-11-17,29,South Africa,No Complain,0,7,1,7,5,230.0,35.0,75.0,63.0,57.0,31.0,2015-02-10,False,False,False,False,False,False,2014-12-31,Website,3
9316,1952,Basic,Together,13084.0,0,0,2013-11-02,29,United States,No Complain,0,1,0,3,6,2.0,0.0,7.0,3.0,7.0,10.0,2015-02-23,False,False,False,False,False,False,2014-12-29,Website,1
3578,1949,Graduation,Divorced,49160.0,0,1,2013-10-20,29,Spain,No Complain,0,3,1,6,6,122.0,21.0,43.0,25.0,10.0,15.0,2015-03-01,False,False,False,False,False,False,2014-12-27,Landing Page,2
153,1953,Graduation,Divorced,23272.0,0,0,2013-10-17,29,Spain,No Complain,0,1,0,3,4,19.0,3.0,6.0,4.0,2.0,12.0,2015-03-11,False,False,False,False,False,False,2014-12-31,Website,1
10524,1963,Master,Divorced,49476.0,0,1,2013-06-20,29,Canada,No Complain,0,2,11,5,2,386.0,23.0,95.0,54.0,41.0,196.0,2015-01-29,False,False,False,False,False,False,2014-12-28,Landing Page,4
1518,1965,Master,Married,62694.0,1,1,2013-06-17,29,Spain,No Complain,0,9,3,7,7,379.0,6.0,157.0,25.0,91.0,91.0,2015-01-07,False,False,False,False,False,False,2014-12-26,Landing Page,5
2036,1973,PhD,Together,57906.0,0,1,2013-06-11,29,India,No Complain,0,4,2,8,4,243.0,11.0,119.0,10.0,3.0,15.0,2015-01-23,False,False,False,False,False,False,2014-12-30,Landing Page,3
9495,1982,Graduation,Together,71853.0,0,0,2013-05-08,29,Spain,No Complain,0,2,8,6,1,358.0,108.0,413.0,141.0,97.0,32.0,2015-02-01,False,False,False,False,False,False,2014-12-28,Email,1
2631,1982,Graduation,Together,71853.0,0,0,2013-05-08,29,Spain,No Complain,0,2,8,6,1,358.0,108.0,413.0,141.0,97.0,32.0,2015-01-19,False,False,False,False,False,False,2014-12-29,Website,1
6312,1959,Graduation,Married,65031.0,0,1,2013-03-17,29,Germany,No Complain,0,10,3,13,7,258.0,107.0,291.0,84.0,37.0,86.0,2015-03-10,False,False,False,False,False,False,2014-12-15,Email,4
615,1960,Graduation,Together,30507.0,0,0,2013-03-11,29,Spain,No Complain,0,5,1,4,7,65.0,36.0,74.0,38.0,20.0,110.0,2015-02-18,False,False,False,False,False,False,2014-12-15,Facebook,1
4406,1970,Graduation,Together,67419.0,0,1,2013-01-16,29,Canada,No Complain,0,9,4,8,5,846.0,84.0,352.0,91.0,56.0,42.0,2015-01-24,False,False,False,False,False,False,2014-12-16,Landing Page,4
10061,1950,Graduation,Married,59462.0,0,1,2013-01-05,29,United States,No Complain,0,9,2,12,7,724.0,17.0,143.0,0.0,8.0,196.0,2015-02-15,False,False,False,False,False,False,2014-12-27,Website,2
10619,1994,Graduation,Single,95529.0,0,0,2012-12-03,29,South Africa,No Complain,0,7,3,7,3,770.0,29.0,890.0,250.0,27.0,24.0,2015-01-08,False,False,False,False,True,True,2014-12-29,Email,1
4945,1953,Graduation,Widow,53653.0,0,0,2012-11-07,29,Spain,No Complain,0,10,4,12,6,815.0,10.0,239.0,28.0,10.0,108.0,2015-01-29,False,False,False,False,False,False,2014-12-20,Landing Page,2
1777,1980,Basic,Married,25965.0,0,0,2012-09-07,29,Spain,No Complain,0,2,0,3,8,2.0,2.0,11.0,41.0,7.0,11.0,2015-03-28,False,False,False,False,False,False,2014-12-25,Email,1
4023,1970,Graduation,Married,22979.0,1,0,2012-09-06,29,Spain,No Complain,0,3,2,2,8,16.0,17.0,19.0,20.0,21.0,22.0,2015-01-20,False,False,False,False,False,True,2014-12-16,Facebook,3
7922,1951,PhD,Single,64950.0,0,1,2012-08-12,29,South Africa,No Complain,0,11,2,10,7,819.0,0.0,72.0,12.0,0.0,63.0,2015-01-03,False,False,False,True,False,False,2014-12-17,Facebook,2
10699,1985,Graduation,Married,44322.0,1,0,2014-06-16,30,South Africa,No Complain,0,3,0,3,8,46.0,0.0,40.0,3.0,0.0,3.0,2015-02-02,False,False,False,False,False,False,2014-12-24,Landing Page,2
7516,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,Germany,No Complain,0,2,0,3,6,5.0,3.0,11.0,12.0,5.0,9.0,2015-03-25,False,False,False,False,False,False,2014-12-31,Landing Page,1
3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,Spain,No Complain,0,2,0,3,6,5.0,3.0,11.0,12.0,5.0,9.0,2015-01-02,False,False,False,False,False,False,2014-12-23,Landing Page,1
5121,1977,Graduation,Single,56628.0,0,1,2014-03-21,30,Canada,No Complain,0,7,6,5,5,479.0,5.0,82.0,7.0,17.0,171.0,2015-03-12,False,False,True,False,False,False,2014-12-18,Email,2
2186,1977,2n Cycle,Together,82326.0,0,0,2014-03-10,30,Spain,No Complain,0,5,10,6,2,938.0,142.0,754.0,159.0,81.0,183.0,2015-01-30,True,False,False,True,True,True,2014-12-29,Landing Page,1
10548,1995,Graduation,Single,71163.0,0,0,2014-03-09,30,Germany,No Complain,0,3,8,12,1,283.0,17.0,372.0,138.0,106.0,44.0,2015-01-03,False,False,False,False,False,False,2014-12-20,Email,1
6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,United States,No Complain,0,5,2,11,8,909.0,12.0,278.0,0.0,12.0,242.0,2015-02-14,False,False,True,False,False,False,2014-12-28,Website,3
2625,1954,2n Cycle,Single,42607.0,0,1,2013-11-17,30,South Africa,No Complain,0,3,2,7,3,156.0,29.0,56.0,30.0,32.0,47.0,2015-03-08,False,False,False,False,False,False,2014-12-31,Email,2
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,Spain,No Complain,0,4,2,5,5,213.0,2.0,44.0,0.0,2.0,5.0,2015-03-13,False,False,False,False,False,False,2014-12-15,Email,4
5534,1975,Master,Married,47808.0,0,1,2013-10-20,30,Spain,No Complain,0,3,2,3,7,123.0,1.0,26.0,2.0,0.0,72.0,2015-01-06,False,False,True,False,False,False,2014-12-15,Facebook,2
6859,1987,Graduation,Single,29236.0,1,0,2013-10-08,30,Spain,No Complain,0,4,0,3,9,37.0,4.0,24.0,16.0,9.0,9.0,2015-02-14,False,False,False,False,False,False,2014-12-15,Landing Page,2
271,1969,Graduation,Widow,40590.0,1,1,2013-10-02,30,Canada,No Complain,0,3,4,3,6,154.0,0.0,50.0,6.0,11.0,37.0,2015-02-21,False,False,True,False,False,False,2014-12-24,Facebook,5
7699,1969,Graduation,Widow,40590.0,1,1,2013-10-02,30,Canada,No Complain,0,3,4,3,6,154.0,0.0,50.0,6.0,11.0,37.0,2015-01-27,False,False,True,False,False,False,2014-12-20,Email,5
7832,1959,Master,Married,77520.0,0,1,2013-08-28,30,Spain,No Complain,0,8,7,7,4,940.0,44.0,396.0,0.0,88.0,58.0,2015-01-31,True,False,True,False,True,True,2014-12-28,Facebook,1
938,1981,Graduation,Married,40211.0,1,1,2013-07-30,30,Spain,No Complain,0,2,1,2,8,51.0,1.0,7.0,2.0,1.0,25.0,2015-02-26,False,False,True,False,False,False,2014-12-29,Facebook,2
7873,1973,PhD,Together,63516.0,1,1,2013-07-06,30,Canada,No Complain,0,4,1,7,5,141.0,11.0,114.0,15.0,14.0,5.0,2015-02-24,False,False,False,False,False,False,2014-12-31,Website,4
9967,1974,Graduation,Divorced,53034.0,1,1,2013-05-30,30,United States,No Complain,0,6,1,7,8,160.0,15.0,196.0,15.0,11.0,50.0,2015-02-12,False,False,False,False,False,False,2014-12-24,Website,8
1087,1975,Master,Together,22669.0,1,0,2013-05-22,30,Spain,No Complain,0,4,1,2,9,16.0,14.0,36.0,37.0,22.0,48.0,2015-03-01,False,False,False,False,False,True,2014-12-19,Facebook,3
8314,1982,Graduation,Married,79908.0,0,0,2013-04-05,30,Spain,No Complain,0,5,6,7,2,557.0,129.0,761.0,29.0,185.0,111.0,2015-03-09,False,False,False,False,True,False,2014-12-28,Facebook,1
3762,1986,PhD,Single,69867.0,0,0,2013-04-02,30,South Africa,No Complain,0,3,5,8,1,196.0,0.0,512.0,33.0,130.0,54.0,2015-02-25,True,False,False,False,False,True,2014-12-30,Facebook,1
10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,Australia,No Complain,0,5,5,10,3,295.0,35.0,482.0,121.0,120.0,40.0,2015-03-03,False,False,False,False,False,True,2014-12-18,Landing Page,1
6798,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,South Africa,No Complain,0,5,1,8,7,231.0,7.0,137.0,4.0,15.0,39.0,2015-01-20,False,False,False,False,False,True,2014-12-22,Landing Page,9
4168,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,Spain,No Complain,0,5,1,8,7,231.0,7.0,137.0,4.0,15.0,39.0,2015-01-29,False,False,False,False,False,True,2014-12-17,Website,9
6690,1966,Master,Married,38179.0,1,1,2013-03-14,30,South Africa,No Complain,0,3,1,3,7,38.0,4.0,22.0,4.0,2.0,20.0,2015-01-09,False,False,False,False,False,False,2014-12-15,Email,4
